episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,timesteps_this_iter,agent_timesteps_total,done,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,hist_stats/episode_reward,hist_stats/episode_lengths,timers/sample_time_ms,timers/sample_throughput,timers/load_time_ms,timers/load_throughput,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_agent_steps_sampled,info/num_steps_trained,info/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,perf/gpu_util_percent0,perf/vram_util_percent0,info/learner/default_policy/learner_stats/allreduce_latency,info/learner/default_policy/learner_stats/cur_kl_coeff,info/learner/default_policy/learner_stats/cur_lr,info/learner/default_policy/learner_stats/total_loss,info/learner/default_policy/learner_stats/policy_loss,info/learner/default_policy/learner_stats/vf_loss,info/learner/default_policy/learner_stats/vf_explained_var,info/learner/default_policy/learner_stats/kl,info/learner/default_policy/learner_stats/entropy,info/learner/default_policy/learner_stats/entropy_coeff
nan,nan,nan,nan,0,5,20000,0,20000,False,0,1,206d3_00000,e7e209a18f2e4c41b89cddd7dcb4ba93,2023-12-16_13-24-29,1702711469,9.712210893630981,9.712210893630981,41379,HPC005,10.33.1.26,9.712210893630981,0,1,[],[],8718.303,2294.024,0.561,35635548.003,997.855,20042.988,8.238,20000,20000,20000,20000,31.9,50.57142857142857,0.014285714285714287,0.01583426339285714,0.0,0.2,0.0005,107.9365005493164,-0.0005186998605726245,107.95893096923828,-2.0384788513183594e-05,0.00029797626367442445,2.196892738342285,0.01
-769.8845881561185,-803.6379558943471,-787.5991142551395,960.0,5,5,40000,0,40000,False,5,2,206d3_00000,e7e209a18f2e4c41b89cddd7dcb4ba93,2023-12-16_13-24-39,1702711479,9.362988233566284,19.075199127197266,41379,HPC005,10.33.1.26,19.075199127197266,0,2,"[-794.6153821316639, -803.6379558943471, -791.7608733340893, -778.0967717594785, -769.8845881561185]","[960, 960, 960, 960, 960]",9075.714,2203.683,0.413,48391162.388,974.272,20528.148,8.93,40000,40000,40000,40000,29.8,51.783333333333324,0.0025,0.015787760416666664,0.0,0.1,0.0005,85.49197387695312,-0.0006219173550605639,85.51449966430664,-0.0002983212471008301,0.0003031129552599765,2.1933984756469727,0.01
-700.899942500692,-803.6379558943471,-759.7973971681266,960.0,5,5,60000,0,60000,False,10,3,206d3_00000,e7e209a18f2e4c41b89cddd7dcb4ba93,2023-12-16_13-24-48,1702711488,9.414638042449951,28.489837169647217,41379,HPC005,10.33.1.26,28.489837169647217,0,3,"[-794.6153821316639, -803.6379558943471, -791.7608733340893, -778.0967717594785, -769.8845881561185, -733.3122476760456, -738.8936078311933, -700.899942500692, -739.3360403693778, -747.5365620282599]","[960, 960, 960, 960, 960, 960, 960, 960, 960, 960]",9184.272,2177.636,0.351,56910502.035,979.009,20428.825,8.738,60000,60000,60000,60000,29.53076923076923,52.17692307692309,0.004615384615384616,0.015787760416666664,0.0,0.05,0.0005,68.1824951171875,-0.0008667904071515409,68.20519256591797,0.000398784875869751,0.00042566182038894507,2.1841989755630493,0.01
-645.2389320904115,-803.6379558943471,-730.2557201340138,960.0,5,5,80000,0,80000,False,15,4,206d3_00000,e7e209a18f2e4c41b89cddd7dcb4ba93,2023-12-16_13-24-57,1702711497,9.396338939666748,37.886176109313965,41379,HPC005,10.33.1.26,37.886176109313965,0,4,"[-794.6153821316639, -803.6379558943471, -791.7608733340893, -778.0967717594785, -769.8845881561185, -733.3122476760456, -738.8936078311933, -700.899942500692, -739.3360403693778, -747.5365620282599, -659.3858345338223, -684.8846599586046, -672.5641923722729, -693.7882113738302, -645.2389320904115]","[960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960]",9253.277,2161.397,0.32,62566533.657,971.882,20578.621,8.419,80000,80000,80000,80000,29.800000000000004,52.7,0.01,0.015787760416666664,0.0,0.025,0.0005,62.22048759460449,-0.0005343070905681202,62.24267768859863,0.00016683340072631836,0.0005313884915560396,2.1662652492523193,0.01
-597.9559957891646,-803.6379558943471,-702.1433046202656,960.0,5,5,100000,0,100000,False,20,5,206d3_00000,e7e209a18f2e4c41b89cddd7dcb4ba93,2023-12-16_13-25-07,1702711507,9.39295244216919,47.279128551483154,41379,HPC005,10.33.1.26,47.279128551483154,0,5,"[-794.6153821316639, -803.6379558943471, -791.7608733340893, -778.0967717594785, -769.8845881561185, -733.3122476760456, -738.8936078311933, -700.899942500692, -739.3360403693778, -747.5365620282599, -659.3858345338223, -684.8846599586046, -672.5641923722729, -693.7882113738302, -645.2389320904115, -611.8273066786619, -597.9559957891646, -641.932521703143, -606.8001870142058, -630.5142792099266]","[960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960]",9286.997,2153.549,0.301,66470744.849,966.393,20695.521,8.268,100000,100000,100000,100000,29.74166666666667,52.64166666666666,0.005,0.015787760416666664,0.0,0.0125,0.0005,50.58206748962402,-0.0007153003936650748,50.60416030883789,-0.00046062469482421875,0.0005925945471042327,2.1383566856384277,0.01
-553.9327308415195,-803.6379558943471,-675.5497341606168,960.0,5,5,120000,0,120000,False,25,6,206d3_00000,e7e209a18f2e4c41b89cddd7dcb4ba93,2023-12-16_13-25-16,1702711516,9.416118621826172,56.695247173309326,41379,HPC005,10.33.1.26,56.695247173309326,0,6,"[-794.6153821316639, -803.6379558943471, -791.7608733340893, -778.0967717594785, -769.8845881561185, -733.3122476760456, -738.8936078311933, -700.899942500692, -739.3360403693778, -747.5365620282599, -659.3858345338223, -684.8846599586046, -672.5641923722729, -693.7882113738302, -645.2389320904115, -611.8273066786619, -597.9559957891646, -641.932521703143, -606.8001870142058, -630.5142792099266, -577.1924542321126, -553.9327308415195, -562.8826545482319, -563.8589273423339, -588.0104946459137]","[960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960]",9305.216,2149.332,0.291,68740300.464,970.017,20618.199,8.446,120000,120000,120000,120000,29.884615384615383,52.41538461538461,0.006153846153846154,0.015787760416666664,0.0,0.00625,0.0005,48.060447692871094,-0.0009621955699294915,48.0823974609375,0.000357210636138916,0.000679884848678286,2.099382758140564,0.01
-553.9327308415195,-803.6379558943471,-675.5497341606168,960.0,0,5,140000,0,140000,False,25,7,206d3_00000,e7e209a18f2e4c41b89cddd7dcb4ba93,2023-12-16_13-25-26,1702711526,9.404050588607788,66.09929776191711,41379,HPC005,10.33.1.26,66.09929776191711,0,7,"[-794.6153821316639, -803.6379558943471, -791.7608733340893, -778.0967717594785, -769.8845881561185, -733.3122476760456, -738.8936078311933, -700.899942500692, -739.3360403693778, -747.5365620282599, -659.3858345338223, -684.8846599586046, -672.5641923722729, -693.7882113738302, -645.2389320904115, -611.8273066786619, -597.9559957891646, -641.932521703143, -606.8001870142058, -630.5142792099266, -577.1924542321126, -553.9327308415195, -562.8826545482319, -563.8589273423339, -588.0104946459137]","[960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960]",9326.541,2144.418,0.282,70978189.29,968.521,20650.047,8.397,140000,140000,140000,140000,29.71538461538462,52.83076923076922,0.009230769230769232,0.015787760416666664,0.0,0.003125,0.0005,36.36393737792969,-0.0012936111450194687,36.38569641113281,-0.00022298097610473633,0.000803999138478062,2.0465705394744873,0.01
-437.7990613133412,-803.6379558943471,-641.9523606428521,960.0,5,5,160000,0,160000,False,30,8,206d3_00000,e7e209a18f2e4c41b89cddd7dcb4ba93,2023-12-16_13-25-35,1702711535,9.506498336791992,75.6057960987091,41379,HPC005,10.33.1.26,75.6057960987091,0,8,"[-794.6153821316639, -803.6379558943471, -791.7608733340893, -778.0967717594785, -769.8845881561185, -733.3122476760456, -738.8936078311933, -700.899942500692, -739.3360403693778, -747.5365620282599, -659.3858345338223, -684.8846599586046, -672.5641923722729, -693.7882113738302, -645.2389320904115, -611.8273066786619, -597.9559957891646, -641.932521703143, -606.8001870142058, -630.5142792099266, -577.1924542321126, -553.9327308415195, -562.8826545482319, -563.8589273423339, -588.0104946459137, -437.7990613133412, -473.3304383789147, -493.2085695685738, -487.45842604784593, -478.0309699614692]","[960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960]",9350.155,2139.002,0.274,72960278.321,969.469,20629.86,8.345,160000,160000,160000,160000,29.916666666666668,52.85833333333332,0.004166666666666667,0.015787760416666664,0.0,0.0015625,0.0005,22.121455192565918,-0.00153677843939512,22.142767906188965,-0.0005951523780822754,0.0008842092347319253,1.9779821038246155,0.01
-394.05463320337066,-803.6379558943471,-608.4350170097548,960.0,5,5,180000,0,180000,False,35,9,206d3_00000,e7e209a18f2e4c41b89cddd7dcb4ba93,2023-12-16_13-25-45,1702711545,9.4901282787323,85.0959243774414,41379,HPC005,10.33.1.26,85.0959243774414,0,9,"[-794.6153821316639, -803.6379558943471, -791.7608733340893, -778.0967717594785, -769.8845881561185, -733.3122476760456, -738.8936078311933, -700.899942500692, -739.3360403693778, -747.5365620282599, -659.3858345338223, -684.8846599586046, -672.5641923722729, -693.7882113738302, -645.2389320904115, -611.8273066786619, -597.9559957891646, -641.932521703143, -606.8001870142058, -630.5142792099266, -577.1924542321126, -553.9327308415195, -562.8826545482319, -563.8589273423339, -588.0104946459137, -437.7990613133412, -473.3304383789147, -493.2085695685738, -487.45842604784593, -478.0309699614692, -400.06054475078184, -394.05463320337066, -436.6224235042331, -403.4125810063596, -402.50459359110624]","[960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960]",9369.071,2134.683,0.269,74411070.373,971.235,20592.331,8.307,180000,180000,180000,180000,29.77692307692308,52.9076923076923,0.013846153846153845,0.015787760416666664,0.0,0.00078125,0.0005,15.614205360412598,-0.0007481071244921367,15.633935928344727,0.00028637051582336426,0.0008095359731579155,1.898180365562439,0.01
-330.6747169257905,-803.6379558943471,-576.6383529659513,960.0,5,5,200000,0,200000,False,40,10,206d3_00000,e7e209a18f2e4c41b89cddd7dcb4ba93,2023-12-16_13-25-54,1702711554,9.42299747467041,94.51892185211182,41379,HPC005,10.33.1.26,94.51892185211182,0,10,"[-794.6153821316639, -803.6379558943471, -791.7608733340893, -778.0967717594785, -769.8845881561185, -733.3122476760456, -738.8936078311933, -700.899942500692, -739.3360403693778, -747.5365620282599, -659.3858345338223, -684.8846599586046, -672.5641923722729, -693.7882113738302, -645.2389320904115, -611.8273066786619, -597.9559957891646, -641.932521703143, -606.8001870142058, -630.5142792099266, -577.1924542321126, -553.9327308415195, -562.8826545482319, -563.8589273423339, -588.0104946459137, -437.7990613133412, -473.3304383789147, -493.2085695685738, -487.45842604784593, -478.0309699614692, -400.06054475078184, -394.05463320337066, -436.6224235042331, -403.4125810063596, -402.50459359110624, -369.6819119961267, -349.4192040068658, -330.6747169257905, -359.9799119279056, -360.5527784399435]","[960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960]",9378.244,2132.595,0.292,68450493.676,971.183,20593.432,8.331,200000,200000,200000,200000,29.753846153846155,53.23846153846153,0.014615384615384615,0.015787760416666664,0.0,0.000390625,0.0005,11.656019687652588,-0.0011289993248873031,11.675323009490967,-3.993511199951172e-05,0.0006572390696573116,1.8174362182617188,0.01
