[-0.0019441847, -0.0024144742637872696, 0, 0, -0.0024722381]
[-0.003497122, -0.0032802022, -0.0017969687, 0, -0.0021181356]
[-0.0036380484, -0.001326732, -0.001111996, -0.004357515, 0]
[0, -0.0033869287, -0.0010666148, -0.0025257927, -0.004056534]
[-0.0020196422, 0, -0.002606692025437951, -0.0041181818, -0.0031018201261758804]
[0, -0.002505058189854026, 0, -0.003483216, 0]
[0, -0.0030587877, -0.0026241443, -0.0032350405, 0]
[-0.0035292052, 0, -0.0038331484, 0, 0]
[-0.0044158227, 0, 0, 0, -0.003928761929273605]
[0, 0, -0.0019686278, -0.0026179382, -0.0022739978]
[-0.0037524542, -0.003893771, -0.0023931984, -0.004013797, 0]
[-0.00439362, -0.0025431563, 0, -0.0020935885, 0]
[0, 0, 0, 0, -0.0038014145]
[-0.0043213693, -0.0030593209, 0, 0, -0.0044424571096897125]
[0, 0, -0.0027574087, -0.0009224434, -0.0042210473]
[-0.0022259974, -0.002158839, -0.0037629015, 0, 0]
[-0.0016091485740616918, -0.0035517782, 0, 0, 0]
[-0.0032553843, -0.0028590327, 0, -0.0017643904, -0.003957067]
[-0.0017133361, 0, 0, 0, 0]
[0, -0.003639126, -0.004093809, -0.004438851028680801, -0.0042209625]
[-0.0036983257, -0.0026284796, -0.0041360646, 0, 0]
[-0.002217751, 0, -0.0032358596, 0, 0]
[-0.004410449, -0.0036841354, 0, 0, 0]
[0, 0, -0.0038590012, -0.0028581838, 0]
[0, 0, 0, -0.0040529165, 0]
[-0.0018258567, 0, 0, -0.0030471927, 0]
[-0.0041214176, 0, 0, 0, -0.0011294882]
[-0.0040554744, -0.0032484285, 0, -0.0041088657, 0]
[0, 0, -0.0024619672913104296, -0.0010057476, 0]
[0, -0.0024249258, 0, 0, -0.0013214871]
[-0.003072268, -0.0027458037, 0, 0, 0]
[-0.0030179152, -0.0042768046, 0, 0, -0.0040668985]
[0, 0, 0, 0, 0]
[-0.0037593457, 0, 0, 0, -0.0015845885500311852]
[-0.003936904, 0, 0, -0.0021802008, -0.0019429014]
[0, 0, 0, 0, 0]
[0, 0, 0, 0, 0]
[0, -0.0037173184, 0, 0, 0]
[-0.0044326554, 0, -0.004383037, -0.0019121339, 0]
[0, 0, 0, 0, 0]
[0, -0.0036396813, 0, 0, -0.0012731076]
[0, 0, -0.003000246, -0.0023663335, -0.0016418927]
[0, 0, 0, -0.0012817527, -0.0021478292]
[0, 0, 0, -0.0030458656, -0.004481767]
[-0.0032834643, -0.003195924, 0, 0, -0.00204897]
[0, 0, -0.0020649435, 0, 0]
