episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,timesteps_this_iter,agent_timesteps_total,done,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,hist_stats/episode_reward,hist_stats/episode_lengths,sampler_perf/mean_raw_obs_processing_ms,sampler_perf/mean_inference_ms,sampler_perf/mean_action_processing_ms,sampler_perf/mean_env_wait_ms,sampler_perf/mean_env_render_ms,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_agent_steps_sampled,info/num_steps_trained,info/num_agent_steps_trained,info/last_target_update_ts,info/num_target_updates,perf/cpu_util_percent,perf/ram_util_percent,perf/gpu_util_percent0,perf/vram_util_percent0,info/learner/default_policy/learner_stats/loss,info/learner/default_policy/learner_stats/grad_norm,info/learner/default_policy/learner_stats/td_error_abs,info/learner/default_policy/learner_stats/q_taken_mean,info/learner/default_policy/learner_stats/target_mean
-744.7927301207109,-795.8984886912781,-765.7849226801839,960.0,5,5,4800,0,4800,False,5,1,905a6_00000,a1e98ae4bd4146f69f3b166a367b0a5f,2023-12-20_08-36-33,1703039793,10.61699652671814,10.61699652671814,85198,HPC005,10.33.1.26,10.61699652671814,0,1,"[-795.8984886912781, -758.4271037052109, -744.7927301207109, -755.9599126062075, -773.8463782775121]","[960, 960, 960, 960, 960]",0.19436061196223006,1.0019537065329336,0.10913041082058686,0.578866565636864,0.0,1382.861,1.446,6.754,4800,4800,2,9600,4800,1,36.72,50.36,0.022666666666666672,0.020426432291666668,0.9996217489242554,1.9781306982040405,0.9001397298177083,-0.000918911616007487,-0.002949247678120931
-673.465254186413,-795.8984886912781,-732.484105030709,960.0,5,5,9600,0,9600,False,10,2,905a6_00000,a1e98ae4bd4146f69f3b166a367b0a5f,2023-12-20_08-36-44,1703039804,10.790092468261719,21.40708899497986,85198,HPC005,10.33.1.26,21.40708899497986,0,2,"[-795.8984886912781, -758.4271037052109, -744.7927301207109, -755.9599126062075, -773.8463782775121, -673.465254186413, -698.3776461959991, -680.2471100952786, -725.4216524057724, -718.4047740227074]","[960, 960, 960, 960, 960, 960, 960, 960, 960, 960]",0.1957499436391265,1.0032358113432893,0.10945842105242523,0.5823116546772027,0.0,1372.842,1.457,6.799,9600,9600,4,19200,9600,2,38.228571428571435,52.292857142857144,0.0035714285714285718,0.020426432291666664,0.8410943150520325,2.794938564300537,0.8221786295572917,-0.038499791463216144,0.29114534505208334
-606.1798045212242,-795.8984886912781,-705.9034604770927,960.0,5,5,14400,0,14400,True,15,3,905a6_00000,a1e98ae4bd4146f69f3b166a367b0a5f,2023-12-20_08-36-55,1703039815,10.744493007659912,32.15158200263977,85198,HPC005,10.33.1.26,32.15158200263977,0,3,"[-795.8984886912781, -758.4271037052109, -744.7927301207109, -755.9599126062075, -773.8463782775121, -673.465254186413, -698.3776461959991, -680.2471100952786, -725.4216524057724, -718.4047740227074, -653.5270472497409, -672.0357707950158, -606.1798045212242, -686.873167087931, -645.0950671953893]","[960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960]",0.1967166056857015,1.0043049492098606,0.1097000959370765,0.584332945290006,0.0,1368.89,1.461,6.873,14400,14400,6,28800,14400,3,35.766666666666666,52.99333333333333,0.016,0.020426432291666668,2.3235480785369873,11.774136543273926,1.2298419596354166,0.3812763671875,1.6026917317708333
