episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,timesteps_this_iter,agent_timesteps_total,done,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,hist_stats/episode_reward,hist_stats/episode_lengths,sampler_perf/mean_raw_obs_processing_ms,sampler_perf/mean_inference_ms,sampler_perf/mean_action_processing_ms,sampler_perf/mean_env_wait_ms,sampler_perf/mean_env_render_ms,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_agent_steps_sampled,info/num_steps_trained,info/num_agent_steps_trained,info/last_target_update_ts,perf/cpu_util_percent,perf/ram_util_percent,perf/gpu_util_percent0,perf/vram_util_percent0,info/learner/default_policy/learner_stats/loss,info/learner/default_policy/learner_stats/grad_norm,info/learner/default_policy/learner_stats/td_error_abs,info/learner/default_policy/learner_stats/q_taken_mean,info/learner/default_policy/learner_stats/target_mean
-3016.9636549922056,-3151.62660216466,-3095.340445945656,960.0,20,20,19200,0,19200,False,20,1,410d0_00000,dd66075696614dbcb987ebb9e6759c8b,2024-02-25_15-51-31,1708854691,84.7020332813263,84.7020332813263,5832,HPC005,10.33.1.26,84.7020332813263,0,1,"[-3139.840999207947, -3026.9678891616304, -3059.6205230126398, -3147.0514456912338, -3108.339811728116, -3121.914501637978, -3086.9753998511933, -3043.900767194077, -3016.9636549922056, -3151.62660216466, -3132.571315110319, -3090.0777954500754, -3107.915181210576, -3083.290141027387, -3036.253193544428, -3145.7086120268523, -3083.212606787845, -3101.526617230375, -3120.5510722789063, -3102.5007896046823]","[960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960]",0.30517620301023357,1.3032720934960147,0.1599543176506114,1.3726520984899737,0.0,22256.738,0.09,21.724,19200,19200,2,38400,0,33.04642857142857,10.853571428571428,0.06839285714285714,0.027820042201450894,0.9927420020103455,2.272831439971924,0.8935262044270833,0.0021506915092468263,-0.03571209716796875
-2149.238148913746,-3151.62660216466,-2660.5254004590656,960.0,20,20,38400,0,38400,False,40,2,410d0_00000,dd66075696614dbcb987ebb9e6759c8b,2024-02-25_15-53-02,1708854782,90.35986471176147,175.06189799308777,5832,HPC005,10.33.1.26,175.06189799308777,0,2,"[-3139.840999207947, -3026.9678891616304, -3059.6205230126398, -3147.0514456912338, -3108.339811728116, -3121.914501637978, -3086.9753998511933, -3043.900767194077, -3016.9636549922056, -3151.62660216466, -3132.571315110319, -3090.0777954500754, -3107.915181210576, -3083.290141027387, -3036.253193544428, -3145.7086120268523, -3083.212606787845, -3101.526617230375, -3120.5510722789063, -3102.5007896046823, -2251.081080060873, -2249.3126222131264, -2202.576447576949, -2214.910350646289, -2156.675470918637, -2239.8091402675363, -2265.8838371789966, -2211.0669565484554, -2275.3022798292795, -2234.7543547556893, -2215.8298536791985, -2273.8972702888827, -2262.6444215223087, -2173.5819554332293, -2220.7375250119208, -2273.2834843423684, -2191.888944941766, -2222.557634292311, -2149.238148913746, -2229.175321027947]","[960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960]",0.31213961736235063,1.3223695563032105,0.16120241576750663,1.4028593986132871,0.0,22700.307,0.088,21.872,38400,38400,4,76800,0,34.0647619047619,22.163809523809526,0.049619047619047625,0.0283784412202381,0.6457282900810242,2.019413471221924,0.5488596598307292,0.07945523071289062,-0.03441606903076172
-1305.4731079343378,-3151.62660216466,-2224.2600891865213,960.0,20,20,57600,0,57600,False,60,3,410d0_00000,dd66075696614dbcb987ebb9e6759c8b,2024-02-25_15-54-31,1708854871,89.10201072692871,264.1639087200165,5832,HPC005,10.33.1.26,264.1639087200165,0,3,"[-3139.840999207947, -3026.9678891616304, -3059.6205230126398, -3147.0514456912338, -3108.339811728116, -3121.914501637978, -3086.9753998511933, -3043.900767194077, -3016.9636549922056, -3151.62660216466, -3132.571315110319, -3090.0777954500754, -3107.915181210576, -3083.290141027387, -3036.253193544428, -3145.7086120268523, -3083.212606787845, -3101.526617230375, -3120.5510722789063, -3102.5007896046823, -2251.081080060873, -2249.3126222131264, -2202.576447576949, -2214.910350646289, -2156.675470918637, -2239.8091402675363, -2265.8838371789966, -2211.0669565484554, -2275.3022798292795, -2234.7543547556893, -2215.8298536791985, -2273.8972702888827, -2262.6444215223087, -2173.5819554332293, -2220.7375250119208, -2273.2834843423684, -2191.888944941766, -2222.557634292311, -2149.238148913746, -2229.175321027947, -1305.4731079343378, -1345.4182385751626, -1338.1367527798811, -1352.379429009501, -1321.0128273795056, -1361.9874416218006, -1359.8938134512869, -1335.153247820555, -1356.9641422469365, -1401.136157022465, -1306.1978130667242, -1374.8370230841174, -1371.1931480289065, -1349.2154183784212, -1379.0529175025895, -1352.3056945914007, -1363.0841918006163, -1367.2870476846183, -1336.7480747380757, -1357.1128461117655]","[960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960]",0.31599826381038654,1.335110940110314,0.1615470893322953,1.4194919819698888,0.0,22339.096,0.09,22.124,57600,57600,6,115200,57600,31.841414141414138,23.69494949494949,0.00393939393939394,0.0283811421506734,1.8995113372802734,30.505813598632812,1.3265614420572918,1.0630062662760416,-0.02888085174560547
-735.2889071790651,-3151.62660216466,-1854.8085614943484,960.0,20,20,76800,0,76800,False,80,4,410d0_00000,dd66075696614dbcb987ebb9e6759c8b,2024-02-25_15-56-03,1708854963,92.36157822608948,356.52548694610596,5832,HPC005,10.33.1.26,356.52548694610596,0,4,"[-3139.840999207947, -3026.9678891616304, -3059.6205230126398, -3147.0514456912338, -3108.339811728116, -3121.914501637978, -3086.9753998511933, -3043.900767194077, -3016.9636549922056, -3151.62660216466, -3132.571315110319, -3090.0777954500754, -3107.915181210576, -3083.290141027387, -3036.253193544428, -3145.7086120268523, -3083.212606787845, -3101.526617230375, -3120.5510722789063, -3102.5007896046823, -2251.081080060873, -2249.3126222131264, -2202.576447576949, -2214.910350646289, -2156.675470918637, -2239.8091402675363, -2265.8838371789966, -2211.0669565484554, -2275.3022798292795, -2234.7543547556893, -2215.8298536791985, -2273.8972702888827, -2262.6444215223087, -2173.5819554332293, -2220.7375250119208, -2273.2834843423684, -2191.888944941766, -2222.557634292311, -2149.238148913746, -2229.175321027947, -1305.4731079343378, -1345.4182385751626, -1338.1367527798811, -1352.379429009501, -1321.0128273795056, -1361.9874416218006, -1359.8938134512869, -1335.153247820555, -1356.9641422469365, -1401.136157022465, -1306.1978130667242, -1374.8370230841174, -1371.1931480289065, -1349.2154183784212, -1379.0529175025895, -1352.3056945914007, -1363.0841918006163, -1367.2870476846183, -1336.7480747380757, -1357.1128461117655, -756.3491504058832, -740.7370489462572, -754.0276246458246, -747.9139064182554, -747.0401470682774, -735.3182538834443, -746.922615173192, -741.4306831985193, -744.1328164896363, -741.4950731836605, -745.4351976529447, -769.4143649457916, -746.3388624648439, -753.4270189898721, -735.2889071790651, -746.8814574843676, -749.3104027325659, -738.1015635398279, -746.0409828045, -743.4734911498323]","[960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960]",0.3189907735003089,1.3490705659089037,0.16214265669237388,1.431841230600574,0.0,22382.515,0.089,22.558,76800,76800,8,153600,57600,33.473,24.668999999999997,0.019200000000000002,0.02828165690104167,0.836418628692627,0.9765682816505432,0.4987587890625,0.3342006429036458,0.3253989461263021
-735.0369368055921,-3151.62660216466,-1633.0758487884796,960.0,20,20,96000,0,96000,False,100,5,410d0_00000,dd66075696614dbcb987ebb9e6759c8b,2024-02-25_15-57-38,1708855058,94.56517624855042,451.0906631946564,5832,HPC005,10.33.1.26,451.0906631946564,0,5,"[-3139.840999207947, -3026.9678891616304, -3059.6205230126398, -3147.0514456912338, -3108.339811728116, -3121.914501637978, -3086.9753998511933, -3043.900767194077, -3016.9636549922056, -3151.62660216466, -3132.571315110319, -3090.0777954500754, -3107.915181210576, -3083.290141027387, -3036.253193544428, -3145.7086120268523, -3083.212606787845, -3101.526617230375, -3120.5510722789063, -3102.5007896046823, -2251.081080060873, -2249.3126222131264, -2202.576447576949, -2214.910350646289, -2156.675470918637, -2239.8091402675363, -2265.8838371789966, -2211.0669565484554, -2275.3022798292795, -2234.7543547556893, -2215.8298536791985, -2273.8972702888827, -2262.6444215223087, -2173.5819554332293, -2220.7375250119208, -2273.2834843423684, -2191.888944941766, -2222.557634292311, -2149.238148913746, -2229.175321027947, -1305.4731079343378, -1345.4182385751626, -1338.1367527798811, -1352.379429009501, -1321.0128273795056, -1361.9874416218006, -1359.8938134512869, -1335.153247820555, -1356.9641422469365, -1401.136157022465, -1306.1978130667242, -1374.8370230841174, -1371.1931480289065, -1349.2154183784212, -1379.0529175025895, -1352.3056945914007, -1363.0841918006163, -1367.2870476846183, -1336.7480747380757, -1357.1128461117655, -756.3491504058832, -740.7370489462572, -754.0276246458246, -747.9139064182554, -747.0401470682774, -735.3182538834443, -746.922615173192, -741.4306831985193, -744.1328164896363, -741.4950731836605, -745.4351976529447, -769.4143649457916, -746.3388624648439, -753.4270189898721, -735.2889071790651, -746.8814574843676, -749.3104027325659, -738.1015635398279, -746.0409828045, -743.4734911498323, -749.5533873938309, -751.2927421052174, -752.2304629941433, -745.8122066339046, -744.7077028332179, -755.4927464482837, -744.867212070269, -735.0369368055921, -744.230267350326, -748.8108438751522, -738.9845671279556, -750.4089085582563, -740.3268366424248, -742.3035194188408, -744.5875383879561, -750.2131371149321, -741.7868802268553, -749.5136509296245, -745.8629847915256, -746.8774275918013]","[960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960]",0.32195616156192763,1.363028244028327,0.16280571684149836,1.4419151336381828,0.0,22507.626,0.089,22.602,96000,96000,10,192000,57600,34.796,27.159000000000006,0.0378,0.02725138346354167,0.8895429968833923,6.6555070877075195,0.5664588623046874,0.7085198567708333,0.32594954427083334
-735.0369368055921,-2275.3022798292795,-1180.1387007440453,960.0,20,20,115200,0,115200,False,120,6,410d0_00000,dd66075696614dbcb987ebb9e6759c8b,2024-02-25_15-59-11,1708855151,93.19073462486267,544.281397819519,5832,HPC005,10.33.1.26,544.281397819519,0,6,"[-2251.081080060873, -2249.3126222131264, -2202.576447576949, -2214.910350646289, -2156.675470918637, -2239.8091402675363, -2265.8838371789966, -2211.0669565484554, -2275.3022798292795, -2234.7543547556893, -2215.8298536791985, -2273.8972702888827, -2262.6444215223087, -2173.5819554332293, -2220.7375250119208, -2273.2834843423684, -2191.888944941766, -2222.557634292311, -2149.238148913746, -2229.175321027947, -1305.4731079343378, -1345.4182385751626, -1338.1367527798811, -1352.379429009501, -1321.0128273795056, -1361.9874416218006, -1359.8938134512869, -1335.153247820555, -1356.9641422469365, -1401.136157022465, -1306.1978130667242, -1374.8370230841174, -1371.1931480289065, -1349.2154183784212, -1379.0529175025895, -1352.3056945914007, -1363.0841918006163, -1367.2870476846183, -1336.7480747380757, -1357.1128461117655, -756.3491504058832, -740.7370489462572, -754.0276246458246, -747.9139064182554, -747.0401470682774, -735.3182538834443, -746.922615173192, -741.4306831985193, -744.1328164896363, -741.4950731836605, -745.4351976529447, -769.4143649457916, -746.3388624648439, -753.4270189898721, -735.2889071790651, -746.8814574843676, -749.3104027325659, -738.1015635398279, -746.0409828045, -743.4734911498323, -749.5533873938309, -751.2927421052174, -752.2304629941433, -745.8122066339046, -744.7077028332179, -755.4927464482837, -744.867212070269, -735.0369368055921, -744.230267350326, -748.8108438751522, -738.9845671279556, -750.4089085582563, -740.3268366424248, -742.3035194188408, -744.5875383879561, -750.2131371149321, -741.7868802268553, -749.5136509296245, -745.8629847915256, -746.8774275918013, -832.6902568045527, -824.9067663953808, -843.9274488110166, -833.6171112549064, -820.7884953561381, -835.7182941751198, -837.2343474934368, -810.5024614275659, -832.5526504843958, -839.2282634623117, -834.1959931162913, -837.9539010447911, -840.0733003375375, -827.2372927890342, -836.904330652248, -817.4289936540845, -827.3826940733464, -818.9730050467705, -832.7706020348239, -829.0079060559399]","[960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960]",0.32857710848188054,1.3878081033415213,0.16399115946994414,1.4666740538668777,0.0,22447.767,0.089,22.863,115200,115200,12,230400,115200,32.86767676767676,27.41010101010101,0.00909090909090909,0.02700384377630471,0.8194570541381836,3.351027727127075,0.46058528645833335,0.14996223958333332,0.2723212890625
-735.0369368055921,-1401.136157022465,-900.3931099451431,960.0,20,20,134400,0,134400,False,140,7,410d0_00000,dd66075696614dbcb987ebb9e6759c8b,2024-02-25_16-00-45,1708855245,94.0294828414917,638.3108806610107,5832,HPC005,10.33.1.26,638.3108806610107,0,7,"[-1305.4731079343378, -1345.4182385751626, -1338.1367527798811, -1352.379429009501, -1321.0128273795056, -1361.9874416218006, -1359.8938134512869, -1335.153247820555, -1356.9641422469365, -1401.136157022465, -1306.1978130667242, -1374.8370230841174, -1371.1931480289065, -1349.2154183784212, -1379.0529175025895, -1352.3056945914007, -1363.0841918006163, -1367.2870476846183, -1336.7480747380757, -1357.1128461117655, -756.3491504058832, -740.7370489462572, -754.0276246458246, -747.9139064182554, -747.0401470682774, -735.3182538834443, -746.922615173192, -741.4306831985193, -744.1328164896363, -741.4950731836605, -745.4351976529447, -769.4143649457916, -746.3388624648439, -753.4270189898721, -735.2889071790651, -746.8814574843676, -749.3104027325659, -738.1015635398279, -746.0409828045, -743.4734911498323, -749.5533873938309, -751.2927421052174, -752.2304629941433, -745.8122066339046, -744.7077028332179, -755.4927464482837, -744.867212070269, -735.0369368055921, -744.230267350326, -748.8108438751522, -738.9845671279556, -750.4089085582563, -740.3268366424248, -742.3035194188408, -744.5875383879561, -750.2131371149321, -741.7868802268553, -749.5136509296245, -745.8629847915256, -746.8774275918013, -832.6902568045527, -824.9067663953808, -843.9274488110166, -833.6171112549064, -820.7884953561381, -835.7182941751198, -837.2343474934368, -810.5024614275659, -832.5526504843958, -839.2282634623117, -834.1959931162913, -837.9539010447911, -840.0733003375375, -827.2372927890342, -836.904330652248, -817.4289936540845, -827.3826940733464, -818.9730050467705, -832.7706020348239, -829.0079060559399, -814.6003075465632, -819.0223540819743, -819.6383209810683, -810.5233538272928, -819.5887740801168, -835.2053527248153, -830.6644705105759, -822.4581269182816, -831.1904759837088, -825.6983954323426, -832.0863106406131, -843.8654121587971, -840.4148592333207, -817.3969877474435, -828.7957088078492, -833.0734495260289, -836.9169879153587, -818.9192578927126, -837.5612849846216, -822.0278285657917]","[960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960]",0.33229664096141115,1.406981048111605,0.1647484764666827,1.481934352642695,0.0,22454.104,0.089,23.174,134400,134400,14,268800,115200,33.11010101010101,27.47171717171717,0.010707070707070708,0.0269775390625,0.6200642585754395,1.7862205505371094,0.4121057942708333,0.5667939046223959,0.5897496744791667
-735.0369368055921,-843.9274488110166,-794.5808972449175,960.0,20,20,153600,0,153600,False,160,8,410d0_00000,dd66075696614dbcb987ebb9e6759c8b,2024-02-25_16-02-19,1708855339,93.69713568687439,732.0080163478851,5832,HPC005,10.33.1.26,732.0080163478851,0,8,"[-756.3491504058832, -740.7370489462572, -754.0276246458246, -747.9139064182554, -747.0401470682774, -735.3182538834443, -746.922615173192, -741.4306831985193, -744.1328164896363, -741.4950731836605, -745.4351976529447, -769.4143649457916, -746.3388624648439, -753.4270189898721, -735.2889071790651, -746.8814574843676, -749.3104027325659, -738.1015635398279, -746.0409828045, -743.4734911498323, -749.5533873938309, -751.2927421052174, -752.2304629941433, -745.8122066339046, -744.7077028332179, -755.4927464482837, -744.867212070269, -735.0369368055921, -744.230267350326, -748.8108438751522, -738.9845671279556, -750.4089085582563, -740.3268366424248, -742.3035194188408, -744.5875383879561, -750.2131371149321, -741.7868802268553, -749.5136509296245, -745.8629847915256, -746.8774275918013, -832.6902568045527, -824.9067663953808, -843.9274488110166, -833.6171112549064, -820.7884953561381, -835.7182941751198, -837.2343474934368, -810.5024614275659, -832.5526504843958, -839.2282634623117, -834.1959931162913, -837.9539010447911, -840.0733003375375, -827.2372927890342, -836.904330652248, -817.4289936540845, -827.3826940733464, -818.9730050467705, -832.7706020348239, -829.0079060559399, -814.6003075465632, -819.0223540819743, -819.6383209810683, -810.5233538272928, -819.5887740801168, -835.2053527248153, -830.6644705105759, -822.4581269182816, -831.1904759837088, -825.6983954323426, -832.0863106406131, -843.8654121587971, -840.4148592333207, -817.3969877474435, -828.7957088078492, -833.0734495260289, -836.9169879153587, -818.9192578927126, -837.5612849846216, -822.0278285657917, -818.8337801441919, -819.7838440756365, -824.6337911389124, -818.5371420030023, -822.3982506367436, -821.6305162395713, -816.7803655689833, -827.0322211678123, -817.2676644422718, -802.249515814278, -836.7019794035166, -808.2380354320871, -823.8924701302036, -821.2192965811885, -827.3958544371866, -826.0465723296956, -823.447282578641, -832.1310538315838, -833.128132160749, -832.0202946898623]","[960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960]",0.33556843338457965,1.423754711594536,0.16561959273890822,1.494987726548883,0.0,22404.553,0.089,23.306,153600,153600,16,307200,115200,33.288775510204076,27.93775510204082,0.01193877551020408,0.026944737856079932,0.5909949541091919,4.491693496704102,0.43142618815104167,0.82690673828125,0.589511474609375
-735.0369368055921,-843.9274488110166,-809.6608420985541,960.0,20,20,172800,0,172800,False,180,9,410d0_00000,dd66075696614dbcb987ebb9e6759c8b,2024-02-25_16-03-54,1708855434,94.7048089504242,826.7128252983093,5832,HPC005,10.33.1.26,826.7128252983093,0,9,"[-749.5533873938309, -751.2927421052174, -752.2304629941433, -745.8122066339046, -744.7077028332179, -755.4927464482837, -744.867212070269, -735.0369368055921, -744.230267350326, -748.8108438751522, -738.9845671279556, -750.4089085582563, -740.3268366424248, -742.3035194188408, -744.5875383879561, -750.2131371149321, -741.7868802268553, -749.5136509296245, -745.8629847915256, -746.8774275918013, -832.6902568045527, -824.9067663953808, -843.9274488110166, -833.6171112549064, -820.7884953561381, -835.7182941751198, -837.2343474934368, -810.5024614275659, -832.5526504843958, -839.2282634623117, -834.1959931162913, -837.9539010447911, -840.0733003375375, -827.2372927890342, -836.904330652248, -817.4289936540845, -827.3826940733464, -818.9730050467705, -832.7706020348239, -829.0079060559399, -814.6003075465632, -819.0223540819743, -819.6383209810683, -810.5233538272928, -819.5887740801168, -835.2053527248153, -830.6644705105759, -822.4581269182816, -831.1904759837088, -825.6983954323426, -832.0863106406131, -843.8654121587971, -840.4148592333207, -817.3969877474435, -828.7957088078492, -833.0734495260289, -836.9169879153587, -818.9192578927126, -837.5612849846216, -822.0278285657917, -818.8337801441919, -819.7838440756365, -824.6337911389124, -818.5371420030023, -822.3982506367436, -821.6305162395713, -816.7803655689833, -827.0322211678123, -817.2676644422718, -802.249515814278, -836.7019794035166, -808.2380354320871, -823.8924701302036, -821.2192965811885, -827.3958544371866, -826.0465723296956, -823.447282578641, -832.1310538315838, -833.128132160749, -832.0202946898623, -828.3021343295603, -833.5328029611602, -828.1581346123265, -811.8308955724236, -816.5313563137455, -824.8181109781873, -814.8393847858944, -826.7282827824074, -829.1871047457056, -818.5124738531442, -818.1185525744528, -824.3736109129346, -819.8666802925239, -813.77016265446, -825.6753515488346, -818.7144032902728, -823.8925820989216, -819.6569249187232, -818.8401929948537, -821.7249114996764]","[960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960]",0.3382798394237128,1.4364575582624477,0.1662533093053653,1.5063813949746938,0.0,22379.641,0.089,23.892,172800,172800,18,345600,172800,33.30918367346938,28.964285714285715,0.012244897959183675,0.026936848958333336,0.9313076138496399,2.9429187774658203,0.5275597330729167,0.425215576171875,0.3050154012044271
-802.249515814278,-846.7486653489705,-826.1189965095032,960.0,20,20,192000,0,192000,False,200,10,410d0_00000,dd66075696614dbcb987ebb9e6759c8b,2024-02-25_16-05-28,1708855528,94.70244121551514,921.4152665138245,5832,HPC005,10.33.1.26,921.4152665138245,0,10,"[-832.6902568045527, -824.9067663953808, -843.9274488110166, -833.6171112549064, -820.7884953561381, -835.7182941751198, -837.2343474934368, -810.5024614275659, -832.5526504843958, -839.2282634623117, -834.1959931162913, -837.9539010447911, -840.0733003375375, -827.2372927890342, -836.904330652248, -817.4289936540845, -827.3826940733464, -818.9730050467705, -832.7706020348239, -829.0079060559399, -814.6003075465632, -819.0223540819743, -819.6383209810683, -810.5233538272928, -819.5887740801168, -835.2053527248153, -830.6644705105759, -822.4581269182816, -831.1904759837088, -825.6983954323426, -832.0863106406131, -843.8654121587971, -840.4148592333207, -817.3969877474435, -828.7957088078492, -833.0734495260289, -836.9169879153587, -818.9192578927126, -837.5612849846216, -822.0278285657917, -818.8337801441919, -819.7838440756365, -824.6337911389124, -818.5371420030023, -822.3982506367436, -821.6305162395713, -816.7803655689833, -827.0322211678123, -817.2676644422718, -802.249515814278, -836.7019794035166, -808.2380354320871, -823.8924701302036, -821.2192965811885, -827.3958544371866, -826.0465723296956, -823.447282578641, -832.1310538315838, -833.128132160749, -832.0202946898623, -828.3021343295603, -833.5328029611602, -828.1581346123265, -811.8308955724236, -816.5313563137455, -824.8181109781873, -814.8393847858944, -826.7282827824074, -829.1871047457056, -818.5124738531442, -818.1185525744528, -824.3736109129346, -819.8666802925239, -813.77016265446, -825.6753515488346, -818.7144032902728, -823.8925820989216, -819.6569249187232, -818.8401929948537, -821.7249114996764, -829.8645966488084, -822.3815898786289, -810.1697318764925, -835.5692707508164, -846.7486653489705, -833.4038372370138, -819.6839819168314, -825.5299243717557, -814.071599187187, -827.6728515562106, -821.3851047515266, -826.3732662465707, -843.072779121729, -823.9593742003698, -823.6035603952694, -823.9769388671091, -834.6071474151081, -830.620390190136, -837.7974145301301, -838.2233759043586]","[960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960]",0.3402003130376579,1.444895440728445,0.16663294628550251,1.5162606488265151,0.0,22359.247,0.089,23.836,192000,192000,20,384000,172800,33.30309278350516,29.319587628865985,0.010721649484536083,0.026936848958333336,0.6027626991271973,1.8009041547775269,0.41119063313802084,0.35296687825520834,0.3824776611328125
