[-0.0010864772, -0.0023224628530442715, 0, 0, -0.0035182044]
[-0.002818549, -0.0039656083, -0.0014983853, 0, -0.00404045]
[-0.00090640946, -0.0011024803, -0.0018896066, -0.003321675, 0]
[0, -0.0030431177, -0.004256708, -0.0028762282, -0.0038841376]
[-0.0021391457, 0, -0.0019238063832744956, -0.0019284532, -0.001791932969354093]
[0, -0.0017170616192743182, -0.0033548817, 0, 0]
[0, 0, -0.003714328, 0, 0]
[-0.0028396805, 0, -0.002861975, -0.0033663264475762844, 0]
[-0.0044785514, 0, 0, -0.0037317236, -0.0023888300638645887]
[0, 0, -0.0019803927, -0.0024302772, -0.0038450584]
[0, 0, -0.0038217292, -0.0022935425, 0]
[-0.0020769006, -0.0041975244, 0, -0.0034234736, 0]
[0, -0.002288029296323657, 0, 0, 0]
[0, -0.003989561, 0, -0.0042504594, -0.0019036447629332542]
[0, 0, -0.00266234, 0, -0.0030020303]
[-0.0013490855, -0.004234994, 0, 0, -0.0040421705]
[-0.0034363192971795797, 0, -0.0032742526, -0.0041276976, 0]
[-0.0025323706, 0, 0, -0.0016893353, 0]
[-0.003777162, -0.004326928872615099, 0, -0.0016973229, 0]
[0, -0.0031962444, 0, 0, 0]
[-0.0040140473, -0.004340259, -0.0017560734, -0.0029698247, 0]
[-0.0031360283, 0, 0, 0, 0]
[-0.0032534597, -0.002852745, -0.0040437668, -0.0013530336, 0]
[0, 0, -0.0019872119, -0.0018327921, 0]
[0, -0.0037134057, 0, -0.0013428929, 0]
[-0.0024841994, 0, 0, 0, -0.0017843853]
[0, 0, 0, 0, -0.0018814261]
[-0.0038292287, -0.0016914599, 0, -0.003246118, 0]
[0, 0, -0.0033616260625422, -0.0037441398, 0]
[0, 0, -0.0019426806, -0.0044807997, -0.0016363853]
[0, 0, 0, 0, 0]
[-0.0035209055, -0.0034595267, 0, 0, 0]
[0, -0.0028143877, 0, 0, 0]
[0, 0, -0.0037372576, 0, -0.0037937890738248825]
[-0.004363604, 0, 0, -0.002923685, -0.0034500472]
[0, 0, 0, -0.004497259, 0]
[0, 0, 0, 0, 0]
[0, -0.0029054831, 0, 0, 0]
[0, 0, 0, 0, 0]
[0, -0.004124321509152651, 0, -0.004071976523846388, 0]
[0, 0, 0, 0, -0.0041472497]
[0, -0.0033863492, 0, -0.0021170145, -0.0044969716]
[0, 0, 0, -0.003253771, -0.0014267924]
[0, 0, -0.0038123885, -0.002674992, -0.002224126]
[0, -0.003192963, 0, 0, -0.0024798561]
[0, -0.002784421, -0.0040817717, 0, 0]
[-0.0036934144, -0.0026940107, 0, -0.0042339913, -0.0020119797]
[0, -0.0028252971824258566, -0.0012731059, -0.0038944264, -0.0018207702]
[0, -0.0027992101, -0.004338894, 0, -0.0029596074]
[0, 0, 0, -0.003883467, 0]
[0, -0.0016762633, -0.0040086666, -0.0030836598, -0.0023183098528534174]
[0, -0.002828219, 0, -0.0034271413, 0]
[-0.004072996, 0, -0.003304276, -0.0014050285, 0]
[-0.0033272647, 0, 0, 0, -0.0038177269]
[-0.0015913887, -0.0019128706, -0.0034415564, -0.0039223954, 0]
[-0.0029155426, 0, 0, -0.003321344, 0]
[-0.001433393, -0.0009029243, -0.0013112632, 0, -0.0024234054]
[-0.0014924041, -0.0018134401, -0.0043421113, -0.00197788, -0.001843872]
[0, -0.0031344606541097164, 0, 0, -0.002242057817056775]
[0, -0.0017796997, 0, -0.0044225287, -0.0044045537]
[-0.0017563126, -0.0013509413, -0.0018647859, -0.0022742336, -0.0020298958]
[0, 0, -0.001773303491063416, 0, -0.0031499418]
[0, -0.0044996906, 0, 0, -0.0035965352]
[-0.0042208256, -0.0025511, 0, -0.003965156618505716, 0]
[-0.0038744032, -0.0024432952, -0.0011408961145207286, 0, 0]
[0, -0.0035518303, 0, 0, -0.0015360377]
[0, -0.0009207991, -0.003358664, -0.0024166813, -0.00207880069501698]
[-0.0026122287, -0.0011296845, -0.0012562655610963702, -0.0041259415, -0.002634468]
[-0.002888333, -0.0015350719913840294, 0, -0.0044691837, -0.0023588948]
[-0.001950285, 0, 0, -0.0026485827, -0.0035915202]
[-0.0023051782, 0, 0, 0, -0.004118879]
[-0.0021984521, -0.0014668216, 0, -0.003916131, -0.0017093405]
[0, -0.0038570009637624025, -0.0032586583, -0.0031628208, -0.0034380767]
[0, -0.0016599825, -0.002292972, 0, 0]
[-0.0014047958, -0.004187396, 0, -0.00090238045, 0]
[-0.0017974493, -0.0028304376, 0, 0, -0.0014271556]
[-0.0034029149, -0.0025863535702228546, -0.0038926355, -0.0043584886, -0.0022937765]
