episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,timesteps_this_iter,agent_timesteps_total,done,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,hist_stats/episode_reward,hist_stats/episode_lengths,sampler_perf/mean_raw_obs_processing_ms,sampler_perf/mean_inference_ms,sampler_perf/mean_action_processing_ms,sampler_perf/mean_env_wait_ms,sampler_perf/mean_env_render_ms,timers/sample_time_ms,timers/sample_throughput,timers/load_time_ms,timers/load_throughput,timers/learn_time_ms,timers/learn_throughput,info/num_steps_sampled,info/num_agent_steps_sampled,info/num_steps_trained,info/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,perf/gpu_util_percent0,perf/vram_util_percent0,info/learner/default_policy/learner_stats/allreduce_latency,info/learner/default_policy/learner_stats/cur_kl_coeff,info/learner/default_policy/learner_stats/cur_lr,info/learner/default_policy/learner_stats/total_loss,info/learner/default_policy/learner_stats/policy_loss,info/learner/default_policy/learner_stats/vf_loss,info/learner/default_policy/learner_stats/vf_explained_var,info/learner/default_policy/learner_stats/kl,info/learner/default_policy/learner_stats/entropy,info/learner/default_policy/learner_stats/entropy_coeff
-1225.1072401812837,-1225.1072401812837,-1225.1072401812837,960.0,1,0,7680,0,7680,False,1,1,3fe4a_00000,f22a6b04cbbd43f5bfa39209118b7f95,2024-02-25_13-05-28,1708844728,3.1076481342315674,3.1076481342315674,18403,HPC005,10.33.1.26,3.1076481342315674,0,1,[-1225.1072401812837],[960],0.4384326637101347,1.2169871692478842,0.11227058942558613,0.7212162017822265,0.0,2427.144,3164.213,0.506,15180138.888,705.791,10881.412,7680,7680,7680,7680,34.440000000000005,11.8,0.016,0.028116861979166668,0.0,0.19999999999999996,0.0005000000000000001,155.65233085030005,0.019888997886722024,155.6516722628945,5.602679754558363e-05,0.013054158822725233,2.1841457737119576,0.01
-1052.0846282414304,-1225.1072401812837,-1138.595934211357,960.0,1,0,15360,0,15360,True,2,2,3fe4a_00000,f22a6b04cbbd43f5bfa39209118b7f95,2024-02-25_13-05-32,1708844732,3.071775197982788,6.1794233322143555,18403,HPC005,10.33.1.26,6.1794233322143555,0,2,"[-1225.1072401812837, -1052.0846282414304]","[960, 960]",0.4382134774725906,1.213406572352349,0.1121545385915801,0.7200939837748156,0.0,2767.619,2774.948,0.349,22010423.451,700.349,10965.965,15360,15360,15360,15360,31.199999999999996,11.850000000000001,0.04,0.028116861979166668,0.0,0.19999999999999996,0.0005000000000000001,39.925141974499354,0.021999711518506763,39.922424366599635,0.00021384734856454948,0.01081176073057577,2.1444643767256486,0.01
