episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,timesteps_this_iter,agent_timesteps_total,done,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,hist_stats/episode_reward,hist_stats/episode_lengths,sampler_perf/mean_raw_obs_processing_ms,sampler_perf/mean_inference_ms,sampler_perf/mean_action_processing_ms,sampler_perf/mean_env_wait_ms,sampler_perf/mean_env_render_ms,timers/sample_time_ms,timers/sample_throughput,timers/load_time_ms,timers/load_throughput,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_agent_steps_sampled,info/num_steps_trained,info/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,perf/gpu_util_percent0,perf/vram_util_percent0,info/learner/default_policy/learner_stats/allreduce_latency,info/learner/default_policy/learner_stats/cur_kl_coeff,info/learner/default_policy/learner_stats/cur_lr,info/learner/default_policy/learner_stats/total_loss,info/learner/default_policy/learner_stats/policy_loss,info/learner/default_policy/learner_stats/vf_loss,info/learner/default_policy/learner_stats/vf_explained_var,info/learner/default_policy/learner_stats/kl,info/learner/default_policy/learner_stats/entropy,info/learner/default_policy/learner_stats/entropy_coeff
-756.3858525949669,-805.4264611985058,-780.3664953801995,960.0,5,5,24000,0,24000,False,5,1,875f0_00000,6651370b04dc4d24ac9295babbdd1ef0,2024-02-24_14-13-13,1708762393,11.166140079498291,11.166140079498291,7542,HPC005,10.33.1.26,11.166140079498291,0,1,"[-794.9982965885877, -780.0585034418134, -756.3858525949669, -764.9633630771236, -805.4264611985058]","[960, 960, 960, 960, 960]",0.3086717766355897,1.1483035152089953,0.08691669626861158,0.5475181694705576,0.0,10129.625,2369.288,0.546,43996195.804,1063.761,22561.459,7.524,24000,24000,24000,24000,32.10625,7.98125,0.069375,0.0283203125,0.0,0.20000000000000004,0.0005000000000000002,135.33432362874348,-0.002313565311487764,135.35723809401193,-0.0003830567002296448,0.006520207858298354,2.1905175427595776,0.01
-681.6008054352495,-805.4264611985058,-743.9615356666824,960.0,5,5,48000,0,48000,False,10,2,875f0_00000,6651370b04dc4d24ac9295babbdd1ef0,2024-02-24_14-13-24,1708762404,11.041068077087402,22.207208156585693,7542,HPC005,10.33.1.26,22.207208156585693,0,2,"[-794.9982965885877, -780.0585034418134, -756.3858525949669, -764.9633630771236, -805.4264611985058, -702.9645581142826, -710.5790613949971, -699.1518463786928, -743.4866084426044, -681.6008054352495]","[960, 960, 960, 960, 960, 960, 960, 960, 960, 960]",0.3084748649356745,1.1450856670231786,0.0864633134324357,0.544879818902899,0.0,10595.468,2265.119,0.381,63032746.399,1068.123,22469.315,7.816,48000,48000,48000,48000,29.90000000000001,8.033333333333333,0.018000000000000002,0.0283203125,0.0,0.20000000000000004,0.0005000000000000002,26.791837759812672,-0.003188424802889737,26.814844747384388,-0.0001969228188196818,0.009337974754696225,2.1686017950375875,0.01
-611.0096818208262,-805.4264611985058,-703.7542339440957,960.0,5,5,72000,0,72000,False,15,3,875f0_00000,6651370b04dc4d24ac9295babbdd1ef0,2024-02-24_14-13-35,1708762415,11.08157730102539,33.288785457611084,7542,HPC005,10.33.1.26,33.288785457611084,0,3,"[-794.9982965885877, -780.0585034418134, -756.3858525949669, -764.9633630771236, -805.4264611985058, -702.9645581142826, -710.5790613949971, -699.1518463786928, -743.4866084426044, -681.6008054352495, -616.9884008290055, -616.9817862982234, -611.0096818208262, -640.4013020394628, -631.3169815070963]","[960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960]",0.308583869538482,1.1443349276392787,0.08625434734054666,0.5434254625094794,0.0,10770.953,2228.215,0.343,69953645.587,1064.544,22544.865,7.751,72000,72000,72000,72000,30.139999999999997,8.066666666666665,0.024666666666666667,0.0283203125,0.0,0.20000000000000004,0.0005000000000000002,7.802364384879668,-0.004828542626152436,7.8260950351754826,-0.0003592883547147115,0.011541220818939543,2.1210442503293354,0.01
-519.9856901493933,-805.4264611985058,-665.2941459786366,960.0,5,5,96000,0,96000,True,20,4,875f0_00000,6651370b04dc4d24ac9295babbdd1ef0,2024-02-24_14-13-47,1708762427,11.820401430130005,45.10918688774109,7542,HPC005,10.33.1.26,45.10918688774109,0,4,"[-794.9982965885877, -780.0585034418134, -756.3858525949669, -764.9633630771236, -805.4264611985058, -702.9645581142826, -710.5790613949971, -699.1518463786928, -743.4866084426044, -681.6008054352495, -616.9884008290055, -616.9817862982234, -611.0096818208262, -640.4013020394628, -631.3169815070963, -541.6231133028073, -519.9856901493933, -542.6963640393703, -591.2778488450706, -553.9863940746525]","[960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960]",0.31046867674386286,1.1488047146241143,0.08648758476030277,0.5445341181908241,0.0,11026.367,2176.601,0.313,76768957.865,1074.995,22325.681,8.419,96000,96000,96000,96000,35.675,8.10625,0.11625000000000002,0.030242919921875,0.0,0.20000000000000004,0.0005000000000000002,6.795193553467592,-0.005449849910413225,6.818515637765328,-0.0006056994199752808,0.01270992913478275,2.0414110253254574,0.01
