[-0.0011931347, -0.002807668410241604, 0, 0, -0.0019073294]
[-0.0040571555, -0.001416223, -0.003965753, 0, -0.0014881423]
[-0.0040704925, -0.0016858648, -0.0019961013, -0.0027461743, 0]
[0, 0, -0.0029489617, -0.0035933636, -0.0040579555]
[-0.0041419747, 0, -0.004471406806260347, -0.0038074332, -0.0012686229310929775]
[0, -0.0044412994757294655, 0, -0.003224709, 0]
[0, -0.0043544085, -0.0032610178, -0.0028582485, 0]
[-0.0025001925, 0, -0.0019163572, -0.0022809177171438932, 0]
[0, 0, 0, 0, 0]
[0, 0, -0.001226275, -0.0035864345, -0.0010995601]
[-0.0026591679, 0, -0.0038495755, -0.0023716602, 0]
[-0.0042348458, -0.0040306645, 0, 0, 0]
[0, -0.0034915476571768522, 0, 0, -0.002665199]
[0, -0.0041450886, 0, 0, -0.00351500790566206]
[0, 0, -0.002291831, 0, -0.0035280674]
[-0.0010401122, -0.0021391653, -0.0034975398, 0, -0.0026082457]
[-0.003291796427220106, -0.0028213162, -0.002552109, -0.0044424688, 0]
[-0.00443024, 0, 0, -0.004418642, -0.0031904748]
[-0.0010045485, -0.0028276443481445312, 0, 0, 0]
[0, -0.0037117419, 0, -0.001389102078974247, -0.0038914224]
[-0.0030238538, -0.003285808, -0.0020397387, -0.002632773, 0]
[-0.001147836, 0, -0.0033976624, 0, 0]
[-0.0026222626, -0.0032296672, -0.0013015234, 0, 0]
[0, 0, -0.0022171647, -0.002797124, 0]
[0, 0, 0, -0.0021429504, -0.004480308]
[-0.002963458, 0, 0, -0.003619085, 0]
[-0.003779665, -0.0012705743, 0, 0, 0]
[-0.0034262426, -0.0031566264, 0, -0.002929347, 0]
[0, 0, 0, -0.0028724766, 0]
[0, 0, -0.0015974122, -0.0036851952, 0]
[0, 0, 0, 0, 0]
[-0.0028856653, -0.0029026817, 0, 0, -0.0042957086]
[0, 0, 0, 0, 0]
[-0.003244939, 0, -0.0041136076, 0, -0.004375809337943792]
[0, 0, 0, 0, -0.0028764722]
[0, 0, 0, 0, 0]
[0, 0, 0, 0, 0]
[0, -0.0043647974, 0, 0, 0]
[-0.0037379635, 0, 0, -0.0017560107, 0]
[0, 0, 0, -0.002703679958358407, 0]
[0, -0.0030519876, 0, 0, -0.0026877348]
[0, 0, -0.004142146, -0.0038107913, -0.004040102]
[0, 0, 0, 0, -0.001097726]
[0, 0, -0.0032089448, 0, -0.0031548778]
[-0.0027829132, 0, 0, 0, -0.004345764]
[0, -0.0027297728, -0.0044896356, 0, 0]
[0, -0.0034206132, 0, -0.0022362645, -0.001975714]
[-0.002232498, -0.0033737141638994217, -0.002497479, 0, -0.0012283293]
[0, -0.0020715639, -0.0016673912, -0.001591284, -0.0010769467]
[0, 0, 0, 0, 0]
[0, -0.0015406486, -0.0012634969, -0.0025184837, -0.00362407392822206]
[0, -0.0025152492, -0.0040716245, -0.0032328472, 0]
[0, -0.00284033, -0.003538284, -0.0032159246, 0]
[-0.0041787964, 0, 0, 0, -0.002610924]
[-0.0030092015, -0.0027033314, -0.0023569255, -0.0037021227, 0]
[-0.003298515, 0, 0, -0.0021522676, 0]
[-0.0013941515, -0.0010933664, 0, 0, -0.004043121]
[-0.0043012276, -0.0043281, -0.0041699535, -0.0044978955, -0.0031448745]
[0, -0.0032685683108866215, 0, 0, -0.0029831163119524717]
[0, -0.0016767976, 0, -0.000999618, -0.001018554]
[-0.0036023767, -0.0027204042, -0.004383482, -0.002541276, -0.0028340698]
[0, 0, -0.004360496532171965, 0, -0.0019152609]
[0, -0.00253992, 0, 0, -0.004396719]
[-0.0017716523, -0.0025101395, 0, -0.004128232132643461, 0]
[-0.002270247, -0.0025084205, -0.004468540195375681, 0, 0]
[0, -0.0027161296, 0, 0, -0.0011471413]
[0, -0.0022778797, -0.0024015254, -0.0023400611, -0.003631500992923975]
[-0.002273256, -0.0022718455, -0.0019594801124185324, -0.0043999134, -0.0025939054]
[-0.0029001092, -0.0014812576118856668, 0, -0.0028859202, -0.0024666227]
[-0.0022129603, 0, 0, -0.0009080986, -0.0015384867]
[-0.0034459333, 0, 0, -0.0018303255, -0.0038085426]
[-0.0015869073, -0.0038965372, 0, -0.0012286827, -0.0015958812]
[0, -0.004117908887565136, -0.0032126636, -0.0019201961, -0.0035040635]
[0, -0.0019000747, -0.0031450167, 0, 0]
[-0.001050566, -0.00094839535, 0, -0.0015657782, 0]
[-0.0041583935, -0.0025159281, 0, 0, -0.0012326016]
[-0.0018585713, -0.0024000797420740128, -0.0036281394, -0.0027652762, -0.0010004647]
[-0.0012566892, 0, -0.0017172271618619561, -0.002991986, -0.002204220974817872]
[0, -0.0041996934, -0.0023746018, 0, -0.00206837]
[0, -0.0030192921, -0.002093552, 0, -0.0030048138]
[-0.002624355, -0.004100152, -0.004190423, 0, -0.0040151356]
[0, -0.001561368, -0.0021370905, -0.002732309, 0]
[0, -0.0040428825, -0.0028361676, 0, -0.0019137108]
[-0.0028167327, 0, 0, -0.002328279, -0.00427338]
[0, 0, -0.0035477274, -0.0018194903, -0.0016846573]
[-0.0021043357, -0.004426331, -0.0016227101441472769, 0, -0.0017842419]
[-0.003516487, -0.0026226775, -0.004352449, -0.003794970689341426, 0]
[-0.0023591141, -0.004162732, -0.0028417257, -0.0025621047, -0.0031654455]
[-0.0037933215, -0.001706277, -0.0015428342, -0.001948716, -0.0036873682]
[0, 0, -0.004289058, 0, -0.004385939]
[-0.0035530443, 0, 0, -0.0012533333, -0.0020456009078770876]
[0, -0.002125721, -0.0024928339, -0.0031212857, 0]
[-0.004067099, -0.003996825, 0, 0, -0.0038492363]
[-0.0020077717, 0, 0, 0, 0]
[-0.0023518552, -0.003227663, -0.002819953951984644, -0.002415752038359642, -0.00413537]
[0, -0.00309944455511868, -0.0024441585, -0.0028115136083215475, -0.0026468528]
[0, 0, -0.003032321, -0.0028842776, -0.0015532828]
[-0.0020579705, -0.0010786528, -0.002223468, 0, 0]
[-0.0015290446, -0.0011520591, -0.001691578, -0.0027523201, 0]
[-0.0033082902, -0.0025789896, -0.0039391425, -0.0010381594, 0]
[0, 0, 0, 0, 0]
[-0.00338658, -0.0021540823, -0.0036056668031960726, -0.003897772, 0]
[-0.0039759967, -0.0035010476, 0, -0.0038507488, -0.0020896562]
[0, -0.0029820404, 0, -0.0042996067, 0]
[0, -0.0042402125, 0, 0, -0.0037480467]
[-0.001683426438830793, 0, -0.0017014738, 0, 0]
[0, -0.0027591356, -0.0036758268, 0, 0]
[-0.0029168418, -0.00331144, -0.004186438, -0.0021213412, -0.0021120093]
[0, -0.004479883, -0.0020232683, -0.0033063833, -0.0015490341]
[-0.003214414, -0.0033786087, 0, 0, 0]
[0, 0, 0, -0.0023470756, 0]
[0, 0, -0.0037757359, 0, -0.0019736155]
[0, -0.003127902979031205, 0, -0.0033440886, 0]
[0, 0, 0, 0, -0.0025520017]
[0, -0.0043733427, 0, 0, 0]
[0, -0.0012965254, -0.0035818449687212706, 0, -0.0014603973]
[-0.0020113252, -0.0040587853, -0.0040298584, 0, -0.00417916]
[0, 0, -0.0029786585, 0, 0]
[0, 0, 0, -0.0038428784, 0]
[0, -0.003308521816506982, 0, 0, 0]
[0, 0, 0, 0, 0]
[-0.0030499257, 0, 0, 0, 0]
[-0.0026150516, 0, 0, 0, 0]
[-0.0015434412, 0, -0.0020880057, 0, 0]
