[-0.0013402574, -0.004037677310407162, 0, 0, -0.0030325223]
[-0.0027026413, -0.001810282, -0.003674456, 0, -0.0015072565]
[-0.0036183721, -0.0018354015, -0.003066192, -0.0042621787, 0]
[0, -0.0037405365, -0.001974548, -0.00362465, -0.002122803]
[-0.0018368128, 0, -0.002396130934357643, -0.0020085883, -0.002543453127145767]
[0, -0.0030331574380397797, -0.0027162577, 0, 0]
[0, 0, -0.003497294, -0.0022500178, 0]
[-0.0038024345, 0, -0.0020661668, -0.0022729861084371805, 0]
[-0.004443159, 0, 0, -0.0039209453, 0]
[0, 0, -0.002025136, 0, 0]
[-0.0022754935, -0.0038960183, -0.0036094142, -0.002351404, -0.002033187]
[-0.0036573494, -0.004265046, 0, 0, 0]
[0, 0, 0, 0, -0.004162123]
[0, -0.0017419389, 0, -0.0031079343, -0.0030058056581765413]
[0, 0, -0.0037867029, 0, -0.003112383]
[-0.003421661, 0, -0.0024499567, 0, -0.0037496258]
[-0.0017840859945863485, -0.004114013, -0.0033293883, -0.0036006984, 0]
[-0.0029337402, -0.0044584326, 0, 0, -0.0020863367]
[-0.002498862, 0, 0, 0, 0]
[0, -0.0036237137, 0, -0.004046468995511532, 0]
[-0.0034950962, -0.0025875017, -0.0024426836, -0.003984363, -0.0033107896]
[-0.003929987, 0, -0.0040971036, 0, 0]
[-0.0030825634, -0.0011821374, -0.0024794545, 0, 0]
[0, 0, 0, -0.0041007255, 0]
[0, -0.0028194021, 0, -0.0010141918, 0]
[-0.004331458, 0, -0.0031853888649493456, 0, -0.00248422]
[-0.0036133877, -0.003979371, 0, 0, -0.0036798306]
[-0.0017829313, -0.0009874895, 0, -0.004399865, 0]
[0, 0, -0.00441513629630208, -0.0029847738, 0]
[0, -0.0038900685, -0.004493859, 0, -0.0026275103]
[-0.0037500178, -0.0020904737, 0, -0.0041039484, 0]
[0, 0, 0, 0, -0.0033817613]
[0, 0, 0, 0, 0]
[-0.0041438644, 0, 0, 0, -0.0043494682759046555]
[-0.004312281, 0, 0, 0, 0]
[0, 0, 0, 0, 0]
[0, 0, 0, 0, 0]
[0, -0.0014657696, 0, 0, 0]
[0, 0, 0, 0, -0.0040432885]
[0, 0, 0, -0.0032874636817723513, 0]
[0, 0, -0.0038483595, 0, -0.0032149246]
[0, 0, 0, -0.0039711557, 0]
[0, 0, 0, -0.00433422, -0.002268648]
[0, 0, -0.004283904, -0.0023310173, -0.0043776054]
[0, 0, 0, 0, -0.0030952531]
[0, -0.001181265, -0.00095931184, 0, 0]
[-0.0015872043, -0.003349697, 0, 0, 0]
[-0.0016577292, -0.004067111294716597, -0.001950622, -0.002009782, 0]
[0, -0.0025522439, -0.0039085955, -0.002180703, -0.004131582]
[0, 0, 0, 0, 0]
[0, 0, -0.0024401362, -0.0018084607, 0]
[0, -0.0017681947, -0.0020881451, -0.0032804841, 0]
[0, -0.0040993514, -0.0018462286, -0.0019939588, 0]
[-0.0028406119, 0, 0, 0, -0.001855708]
[-0.0012374234, -0.0034507387, -0.0025994533, -0.0011493447, 0]
[-0.0029638389, 0, 0, -0.0033361053, 0]
[-0.004155675, -0.0015358223, -0.0034769536, 0, -0.0026171599]
[-0.0043336693, -0.004243069, -0.0015670477, -0.0042986157, -0.0031409233]
[0, -0.0013882737839594483, 0, 0, -0.0030853627249598503]
[0, -0.0025142988, 0, -0.0010630195, -0.004382258]
[-0.002153298, -0.0025752336, -0.0027871146, -0.003339202, -0.002692105]
[0, 0, -0.0033377553336322308, 0, -0.0028433017]
[0, -0.0042182705, 0, 0, -0.0037681845]
