episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,timesteps_this_iter,agent_timesteps_total,done,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,hist_stats/episode_reward,hist_stats/episode_lengths,sampler_perf/mean_raw_obs_processing_ms,sampler_perf/mean_inference_ms,sampler_perf/mean_action_processing_ms,sampler_perf/mean_env_wait_ms,sampler_perf/mean_env_render_ms,timers/sample_time_ms,timers/sample_throughput,timers/load_time_ms,timers/load_throughput,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_agent_steps_sampled,info/num_steps_trained,info/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,perf/gpu_util_percent0,perf/vram_util_percent0,info/learner/default_policy/learner_stats/allreduce_latency,info/learner/default_policy/learner_stats/cur_kl_coeff,info/learner/default_policy/learner_stats/cur_lr,info/learner/default_policy/learner_stats/total_loss,info/learner/default_policy/learner_stats/policy_loss,info/learner/default_policy/learner_stats/vf_loss,info/learner/default_policy/learner_stats/vf_explained_var,info/learner/default_policy/learner_stats/kl,info/learner/default_policy/learner_stats/entropy,info/learner/default_policy/learner_stats/entropy_coeff
-754.6565430017561,-802.5508999102616,-776.5360580628836,960.0,5,5,24000,0,24000,False,5,1,a7932_00000,28d91fa4bd3c4596b3f1f737887848bc,2024-02-24_14-42-45,1708764165,10.917647123336792,10.917647123336792,9932,HPC005,10.33.1.26,10.917647123336792,0,1,"[-802.5508999102616, -773.8215309193572, -754.6565430017561, -755.5231096835738, -796.1282067994694]","[960, 960, 960, 960, 960]",0.30168956077805914,1.1377979143601178,0.08684683292638994,0.5419656711860205,0.0,9995.734,2401.024,0.565,42456050.612,928.497,25848.217,7.354,24000,24000,24000,24000,30.313333333333333,8.293333333333331,0.05466666666666668,0.02530924479166666,0.0,0.2,0.0005,219.30101203918457,1.9011087715625763e-05,219.32220268249512,9.180605411529541e-05,0.003595304929829934,2.193430542945862,0.01
