episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,timesteps_this_iter,agent_timesteps_total,done,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,hist_stats/episode_reward,hist_stats/episode_lengths,sampler_perf/mean_raw_obs_processing_ms,sampler_perf/mean_inference_ms,sampler_perf/mean_action_processing_ms,sampler_perf/mean_env_wait_ms,sampler_perf/mean_env_render_ms,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_agent_steps_sampled,info/num_steps_trained,info/num_agent_steps_trained,info/last_target_update_ts,perf/cpu_util_percent,perf/ram_util_percent,perf/gpu_util_percent0,perf/vram_util_percent0,info/learner/default_policy/learner_stats/loss,info/learner/default_policy/learner_stats/grad_norm,info/learner/default_policy/learner_stats/td_error_abs,info/learner/default_policy/learner_stats/q_taken_mean,info/learner/default_policy/learner_stats/target_mean
-742.9764994682351,-796.981400181217,-762.592116662948,960.0,5,5,4800,0,4800,False,5,1,08842_00000,788e8e202def46d88430d474dc7c1127,2024-02-24_08-40-24,1708742424,11.951824188232422,11.951824188232422,30306,HPC005,10.33.1.26,11.951824188232422,0,1,"[-796.981400181217, -742.9764994682351, -746.5798578613919, -756.7140383353525, -769.7087874685435]","[960, 960, 960, 960, 960]",0.2004406082518515,1.105186172628254,0.1286378140007916,0.6366487596335196,0.0,1811.157,1.104,7.94,4800,4800,2,9600,0,45.39411764705883,6.235294117647059,0.2964705882352941,0.02733896292892157,0.9975762367248535,1.9725695848464966,0.894157958984375,-0.0009191564718882243,-0.037054585774739586
-682.788844854858,-796.981400181217,-733.1252778242573,960.0,5,5,9600,0,9600,False,10,2,08842_00000,788e8e202def46d88430d474dc7c1127,2024-02-24_08-40-37,1708742437,12.217809677124023,24.169633865356445,30306,HPC005,10.33.1.26,24.169633865356445,0,2,"[-796.981400181217, -742.9764994682351, -746.5798578613919, -756.7140383353525, -769.7087874685435, -686.8748172417331, -701.378811976296, -682.788844854858, -737.1866390840901, -710.0630817708557]","[960, 960, 960, 960, 960, 960, 960, 960, 960, 960]",0.20179835979017885,1.1110481846782703,0.12976571297919764,0.6408527393604724,0.0,1769.729,1.13,7.706,9600,9600,4,19200,0,47.7,7.05,0.3325,0.027262369791666668,0.7447226643562317,1.8544968366622925,0.7339793294270833,-0.059467885335286456,-0.04221713256835938
