[-0.004073988, -0.0025363715831190348, 0, 0, -0.0028640458]
[-0.0012790051, -0.002699099, -0.0025331718, 0, -0.0039537246]
[-0.0040911566, -0.0037427712, -0.0042874776, -0.0023370998, 0]
[-0.0033132648, 0, -0.004285541, -0.0037129975, -0.003068093]
[-0.0012069828, 0, -0.0038499045185744762, -0.0039675445, -0.0019080725032836199]
[0, -0.0014245297061279416, 0, -0.0031692125, 0]
[0, 0, -0.0044413833, 0, 0]
[-0.0032266327, 0, -0.0023470563, 0, 0]
[-0.003948394, 0, 0, -0.0026554936, -0.003028732957318425]
[0, 0, -0.0014256012, -0.002947736, -0.0034533602]
[0, 0, -0.0023348338, 0, 0]
[-0.0032830723, -0.0018734487, 0, -0.0037174525, 0]
[0, -0.0040084985084831715, -0.0036633143, 0, -0.0022023504]
[0, 0, 0, -0.004092771, -0.003942692186683416]
[0, 0, -0.0014773551, 0, 0]
[-0.0033499503, -0.004114647, -0.0043687527, 0, -0.0043396736]
[-0.002123617334291339, -0.0032771027, -0.0044586784, 0, 0]
[-0.0014537118, 0, 0, 0, -0.0023020161]
[-0.0029735977, -0.0022082042414695024, 0, -0.0038903821, 0]
[0, -0.004403636, -0.0028110957, -0.003657878842204809, 0]
[-0.0013947446, -0.0019088907, 0, -0.003137725, 0]
[-0.0026967884, 0, -0.003862678, 0, 0]
[-0.003549486, -0.0022081507, -0.0033283657, -0.0044331145, 0]
[0, 0, -0.0025190662, -0.0036857896, 0]
[0, 0, 0, 0, 0]
[-0.0033338864, 0, 0, -0.0035237852, 0]
[-0.0018098179, -0.0036912009, 0, 0, -0.0033750206]
[-0.0024002173, -0.0041047297, 0, -0.0018454781, 0]
[0, 0, -0.0025748186744749546, -0.0038496004, 0]
[0, -0.0036896293, -0.0021630635, 0, 0]
[0, 0, 0, 0, 0]
[-0.003273751, -0.0039177784, 0, 0, -0.0035005359]
[0, 0, 0, 0, 0]
[0, 0, -0.001994143, 0, -0.004121334291994572]
[0, 0, 0, 0, 0]
[0, 0, 0, -0.0044553424, 0]
[0, 0, 0, 0, 0]
[0, 0, 0, 0, 0]
[-0.004401101, 0, 0, 0, 0]
[0, 0, 0, -0.0032815872691571712, 0]
