episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,timesteps_this_iter,agent_timesteps_total,done,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,hist_stats/episode_reward,hist_stats/episode_lengths,sampler_perf/mean_raw_obs_processing_ms,sampler_perf/mean_inference_ms,sampler_perf/mean_action_processing_ms,sampler_perf/mean_env_wait_ms,sampler_perf/mean_env_render_ms,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_agent_steps_sampled,info/num_steps_trained,info/num_agent_steps_trained,info/last_target_update_ts,perf/cpu_util_percent,perf/ram_util_percent,perf/gpu_util_percent0,perf/vram_util_percent0,info/learner/default_policy/learner_stats/loss,info/learner/default_policy/learner_stats/grad_norm,info/learner/default_policy/learner_stats/td_error_abs,info/learner/default_policy/learner_stats/q_taken_mean,info/learner/default_policy/learner_stats/target_mean
-738.8431574050936,-787.5984964458308,-761.4076318736254,960.0,5,5,4800,0,4800,False,5,1,b73c5_00000,e58e26878035480a885a8fdaac625a08,2024-02-24_11-15-36,1708751736,11.252259254455566,11.252259254455566,5095,HPC005,10.33.1.26,11.252259254455566,0,1,"[-787.5984964458308, -763.7371890133669, -738.8431574050936, -742.556858471229, -774.302458032607]","[960, 960, 960, 960, 960]",0.20227174232951306,1.0532441173954386,0.11317583574340691,0.6003411577841989,0.0,1604.255,1.247,6.871,4800,4800,2,9600,0,37.8625,6.6,0.095,0.024149576822916668,0.9975069761276245,1.9786014556884766,0.8941622721354167,-0.0009188220500946045,-0.03709031168619792
-676.7564710236552,-787.5984964458308,-729.4181203097918,960.0,5,5,9600,0,9600,False,10,2,b73c5_00000,e58e26878035480a885a8fdaac625a08,2024-02-24_11-15-47,1708751747,11.087010383605957,22.339269638061523,5095,HPC005,10.33.1.26,22.339269638061523,0,2,"[-787.5984964458308, -763.7371890133669, -738.8431574050936, -742.556858471229, -774.302458032607, -676.7564710236552, -692.147128004703, -686.3034540112673, -726.3750101266364, -705.560980563529]","[960, 960, 960, 960, 960, 960, 960, 960, 960, 960]",0.20129137091448382,1.0463707260875408,0.11312741318197302,0.6018498108127937,0.0,1546.133,1.294,6.805,9600,9600,4,19200,0,37.71333333333333,7.480000000000001,0.052,0.0240478515625,0.7446545362472534,1.8881268501281738,0.7328857421875,-0.05556467692057292,-0.042274439493815104
-608.7048904462324,-787.5984964458308,-702.6474163689049,960.0,5,5,14400,0,14400,False,15,3,b73c5_00000,e58e26878035480a885a8fdaac625a08,2024-02-24_11-15-59,1708751759,11.206063508987427,33.54533314704895,5095,HPC005,10.33.1.26,33.54533314704895,0,3,"[-787.5984964458308, -763.7371890133669, -738.8431574050936, -742.556858471229, -774.302458032607, -676.7564710236552, -692.147128004703, -686.3034540112673, -726.3750101266364, -705.560980563529, -657.3140482491776, -657.7715029190282, -608.7048904462324, -678.9463023687381, -642.7932984524801]","[960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960]",0.20186879407916505,1.044952171898358,0.11319506071672686,0.6031971138591452,0.0,1534.46,1.303,6.853,14400,14400,6,28800,0,37.38666666666667,7.480000000000002,0.03666666666666667,0.0240478515625,1.277725338935852,9.105466842651367,0.96304931640625,-0.08491678873697917,-0.03882012176513672
-533.8770244717471,-787.5984964458308,-663.0625748711439,960.0,5,5,19200,0,19200,False,20,4,b73c5_00000,e58e26878035480a885a8fdaac625a08,2024-02-24_11-16-10,1708751770,11.149068832397461,44.69440197944641,5095,HPC005,10.33.1.26,44.69440197944641,0,4,"[-787.5984964458308, -763.7371890133669, -738.8431574050936, -742.556858471229, -774.302458032607, -676.7564710236552, -692.147128004703, -686.3034540112673, -726.3750101266364, -705.560980563529, -657.3140482491776, -657.7715029190282, -608.7048904462324, -678.9463023687381, -642.7932984524801, -547.4302908965138, -542.244989343895, -533.8770244717471, -539.336820346077, -558.6511268310688]","[960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960]",0.20217853639649994,1.0442499386698452,0.11325275604328618,0.6040823145106662,0.0,1525.7,1.311,7.02,19200,19200,8,38400,0,37.233333333333334,7.619999999999998,0.050666666666666665,0.0240478515625,0.7640124559402466,1.968319296836853,0.6853636067708333,0.026156527201334635,-0.037001108805338544
-451.29505731713516,-787.5984964458308,-623.2621188793098,960.0,5,5,24000,0,24000,False,25,5,b73c5_00000,e58e26878035480a885a8fdaac625a08,2024-02-24_11-16-21,1708751781,11.253571033477783,55.947973012924194,5095,HPC005,10.33.1.26,55.947973012924194,0,5,"[-787.5984964458308, -763.7371890133669, -738.8431574050936, -742.556858471229, -774.302458032607, -676.7564710236552, -692.147128004703, -686.3034540112673, -726.3750101266364, -705.560980563529, -657.3140482491776, -657.7715029190282, -608.7048904462324, -678.9463023687381, -642.7932984524801, -547.4302908965138, -542.244989343895, -533.8770244717471, -539.336820346077, -558.6511268310688, -464.6501844371263, -466.6951666300552, -477.8684612917609, -451.29505731713516, -459.7926048837906]","[960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960]",0.2025648175096125,1.0441039095342333,0.11329036909570613,0.6048065222755682,0.0,1514.345,1.321,6.995,24000,24000,10,48000,0,37.36,7.700000000000001,0.058666666666666666,0.0240478515625,0.6948930621147156,0.9637869000434875,0.5472490641276042,0.0891820068359375,-0.032582733154296876
-402.26488591066277,-787.5984964458308,-588.500881251721,960.0,5,5,28800,0,28800,False,30,6,b73c5_00000,e58e26878035480a885a8fdaac625a08,2024-02-24_11-16-32,1708751792,11.154124736785889,67.10209774971008,5095,HPC005,10.33.1.26,67.10209774971008,0,6,"[-787.5984964458308, -763.7371890133669, -738.8431574050936, -742.556858471229, -774.302458032607, -676.7564710236552, -692.147128004703, -686.3034540112673, -726.3750101266364, -705.560980563529, -657.3140482491776, -657.7715029190282, -608.7048904462324, -678.9463023687381, -642.7932984524801, -547.4302908965138, -542.244989343895, -533.8770244717471, -539.336820346077, -558.6511268310688, -464.6501844371263, -466.6951666300552, -477.8684612917609, -451.29505731713516, -459.7926048837906, -423.8974594466477, -407.0803516640202, -420.93931673995934, -402.26488591066277, -419.29145180760094]","[960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960]",0.20284333158371914,1.0442278414977642,0.1133111688562635,0.6050311330742851,0.0,1513.397,1.322,9.572,28800,28800,12,57600,0,37.11333333333334,7.700000000000001,0.05,0.0240478515625,0.6646531224250793,1.0063515901565552,0.5280104166666667,0.07217238871256511,-0.03702604675292969
-402.26488591066277,-787.5984964458308,-564.9336289054712,960.0,5,5,33600,0,33600,False,35,7,b73c5_00000,e58e26878035480a885a8fdaac625a08,2024-02-24_11-16-43,1708751803,11.205401182174683,78.30749893188477,5095,HPC005,10.33.1.26,78.30749893188477,0,7,"[-787.5984964458308, -763.7371890133669, -738.8431574050936, -742.556858471229, -774.302458032607, -676.7564710236552, -692.147128004703, -686.3034540112673, -726.3750101266364, -705.560980563529, -657.3140482491776, -657.7715029190282, -608.7048904462324, -678.9463023687381, -642.7932984524801, -547.4302908965138, -542.244989343895, -533.8770244717471, -539.336820346077, -558.6511268310688, -464.6501844371263, -466.6951666300552, -477.8684612917609, -451.29505731713516, -459.7926048837906, -423.8974594466477, -407.0803516640202, -420.93931673995934, -402.26488591066277, -419.29145180760094, -419.4826785666877, -421.3556219834709, -427.99591635343097, -416.48329638673385, -432.3330608495339]","[960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960]",0.20306693778123347,1.0443764925550072,0.11332633706542015,0.6053795274738322,0.0,1510.437,1.324,11.327,33600,33600,14,67200,0,37.32666666666667,7.799999999999999,0.058,0.0240478515625,0.5907115936279297,0.9864504933357239,0.470671875,0.06208545939127604,-0.032043909708658856
-223.85166902552558,-787.5984964458308,-524.5490066100356,960.0,5,5,38400,0,38400,False,40,8,b73c5_00000,e58e26878035480a885a8fdaac625a08,2024-02-24_11-16-55,1708751815,11.417418479919434,89.7249174118042,5095,HPC005,10.33.1.26,89.7249174118042,0,8,"[-787.5984964458308, -763.7371890133669, -738.8431574050936, -742.556858471229, -774.302458032607, -676.7564710236552, -692.147128004703, -686.3034540112673, -726.3750101266364, -705.560980563529, -657.3140482491776, -657.7715029190282, -608.7048904462324, -678.9463023687381, -642.7932984524801, -547.4302908965138, -542.244989343895, -533.8770244717471, -539.336820346077, -558.6511268310688, -464.6501844371263, -466.6951666300552, -477.8684612917609, -451.29505731713516, -459.7926048837906, -423.8974594466477, -407.0803516640202, -420.93931673995934, -402.26488591066277, -419.29145180760094, -419.4826785666877, -421.3556219834709, -427.99591635343097, -416.48329638673385, -432.3330608495339, -226.98969714572377, -251.78197780953994, -277.96515242202645, -223.85166902552558, -228.6947563071133]","[960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960]",0.20328456787475074,1.0448286139451195,0.11337985878830219,0.6058272184688893,0.0,1509.451,1.325,10.815,38400,38400,16,76800,0,37.5,7.813333333333333,0.051333333333333335,0.0240478515625,0.5136351585388184,0.7576375007629395,0.42810026041666666,0.01249614969889323,-0.03264493306477865
-223.85166902552558,-787.5984964458308,-501.68195864031804,960.0,5,5,43200,0,43200,False,45,9,b73c5_00000,e58e26878035480a885a8fdaac625a08,2024-02-24_11-17-07,1708751827,11.757025241851807,101.481942653656,5095,HPC005,10.33.1.26,101.481942653656,0,9,"[-787.5984964458308, -763.7371890133669, -738.8431574050936, -742.556858471229, -774.302458032607, -676.7564710236552, -692.147128004703, -686.3034540112673, -726.3750101266364, -705.560980563529, -657.3140482491776, -657.7715029190282, -608.7048904462324, -678.9463023687381, -642.7932984524801, -547.4302908965138, -542.244989343895, -533.8770244717471, -539.336820346077, -558.6511268310688, -464.6501844371263, -466.6951666300552, -477.8684612917609, -451.29505731713516, -459.7926048837906, -423.8974594466477, -407.0803516640202, -420.93931673995934, -402.26488591066277, -419.29145180760094, -419.4826785666877, -421.3556219834709, -427.99591635343097, -416.48329638673385, -432.3330608495339, -226.98969714572377, -251.78197780953994, -277.96515242202645, -223.85166902552558, -228.6947563071133, -324.5289885591128, -318.99081471104193, -311.57638521805376, -316.69160330220626, -321.9400826224739]","[960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960]",0.20357446951551791,1.045743914972641,0.11347911892027408,0.6065974258860761,0.0,1522.265,1.314,10.385,43200,43200,18,86400,0,37.38,7.900000000000002,0.03666666666666667,0.0240478515625,0.5827157497406006,3.93986177444458,0.4682836100260417,0.24610713704427084,-0.029877423604329427
-171.32157309937188,-787.5984964458308,-469.05276669953395,960.0,5,5,48000,0,48000,False,50,10,b73c5_00000,e58e26878035480a885a8fdaac625a08,2024-02-24_11-17-19,1708751839,12.399900436401367,113.88184309005737,5095,HPC005,10.33.1.26,113.88184309005737,0,10,"[-787.5984964458308, -763.7371890133669, -738.8431574050936, -742.556858471229, -774.302458032607, -676.7564710236552, -692.147128004703, -686.3034540112673, -726.3750101266364, -705.560980563529, -657.3140482491776, -657.7715029190282, -608.7048904462324, -678.9463023687381, -642.7932984524801, -547.4302908965138, -542.244989343895, -533.8770244717471, -539.336820346077, -558.6511268310688, -464.6501844371263, -466.6951666300552, -477.8684612917609, -451.29505731713516, -459.7926048837906, -423.8974594466477, -407.0803516640202, -420.93931673995934, -402.26488591066277, -419.29145180760094, -419.4826785666877, -421.3556219834709, -427.99591635343097, -416.48329638673385, -432.3330608495339, -226.98969714572377, -251.78197780953994, -277.96515242202645, -223.85166902552558, -228.6947563071133, -324.5289885591128, -318.99081471104193, -311.57638521805376, -316.69160330220626, -321.9400826224739, -173.8107045074119, -171.32157309937188, -175.28364359616404, -181.28072664649304, -175.25354831295135]","[960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960]",0.20399878335038046,1.0473717447795148,0.11364817082686579,0.607786676065454,0.0,1551.943,1.289,10.235,48000,48000,20,96000,0,41.37647058823529,8.0,0.05764705882352941,0.024514590992647058,0.8361330032348633,3.6835973262786865,0.5531869303385417,-0.06022707112630208,-0.030884847005208334
