episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,timesteps_this_iter,agent_timesteps_total,done,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,hist_stats/episode_reward,hist_stats/episode_lengths,sampler_perf/mean_raw_obs_processing_ms,sampler_perf/mean_inference_ms,sampler_perf/mean_action_processing_ms,sampler_perf/mean_env_wait_ms,sampler_perf/mean_env_render_ms,timers/sample_time_ms,timers/sample_throughput,timers/load_time_ms,timers/load_throughput,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_agent_steps_sampled,info/num_steps_trained,info/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,perf/gpu_util_percent0,perf/vram_util_percent0,info/learner/default_policy/learner_stats/allreduce_latency,info/learner/default_policy/learner_stats/cur_kl_coeff,info/learner/default_policy/learner_stats/cur_lr,info/learner/default_policy/learner_stats/total_loss,info/learner/default_policy/learner_stats/policy_loss,info/learner/default_policy/learner_stats/vf_loss,info/learner/default_policy/learner_stats/vf_explained_var,info/learner/default_policy/learner_stats/kl,info/learner/default_policy/learner_stats/entropy,info/learner/default_policy/learner_stats/entropy_coeff
-1225.7119952269013,-1261.3470129604336,-1242.738316624622,960.0,5,5,38400,0,38400,False,5,1,0b55a_00000,f8fec3d20b0545e3ba0525c0209511af,2024-02-25_12-35-34,1708842934,14.549426317214966,14.549426317214966,15244,HPC005,10.33.1.26,14.549426317214966,0,1,"[-1248.6924923125987, -1243.3014967342042, -1234.638585888972, -1261.3470129604336, -1225.7119952269013]","[960, 960, 960, 960, 960]",0.4674179620971044,1.2657253352710036,0.11732476558943321,0.7362818742765969,0.0,12507.798,3070.085,0.591,64996478.45,2053.843,18696.658,7.957,38400,38400,38400,38400,34.29,10.21,0.12150000000000001,0.03016764322916666,0.0,0.19999999999999996,0.0005000000000000001,158.0658708873548,0.006426116081696053,158.07940864562988,-3.153791553095767e-05,0.009548561217869926,2.1873881314930164,0.01
-1072.5460937628147,-1261.3470129604336,-1179.0092808570942,960.0,5,5,76800,0,76800,False,10,2,0b55a_00000,f8fec3d20b0545e3ba0525c0209511af,2024-02-25_12-35-49,1708842949,15.149888515472412,29.699314832687378,15244,HPC005,10.33.1.26,29.699314832687378,0,2,"[-1248.6924923125987, -1243.3014967342042, -1234.638585888972, -1261.3470129604336, -1225.7119952269013, -1128.3050444615421, -1082.3246152468723, -1072.5460937628147, -1138.6805122664136, -1154.5449597101888]","[960, 960, 960, 960, 960, 960, 960, 960, 960, 960]",0.4713391033311057,1.283120647509564,0.11916589415901153,0.7440218517142118,0.0,13835.633,2775.442,0.432,88910446.37,2062.083,18621.942,7.744,76800,76800,76800,76800,37.74285714285715,10.309523809523812,0.1442857142857143,0.029634021577380962,0.0,0.19999999999999996,0.0005000000000000001,47.87263242821945,-0.0016919300695391077,47.892561636473005,-7.047151264391447e-05,0.015995399543259594,2.143639856263211,0.01
-946.2576261600966,-1261.3470129604336,-1110.719300040063,960.0,5,5,115200,0,115200,False,15,3,0b55a_00000,f8fec3d20b0545e3ba0525c0209511af,2024-02-25_12-36-05,1708842965,15.763383388519287,45.462698221206665,15244,HPC005,10.33.1.26,45.462698221206665,0,3,"[-1248.6924923125987, -1243.3014967342042, -1234.638585888972, -1261.3470129604336, -1225.7119952269013, -1128.3050444615421, -1082.3246152468723, -1072.5460937628147, -1138.6805122664136, -1154.5449597101888, -1002.1653533069283, -946.2576261600966, -997.4488061592044, -975.5739399549216, -949.2509664488546]","[960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960]",0.47719809687004916,1.2974745432171881,0.12032843729620328,0.750781047931928,0.0,14441.724,2658.962,0.362,105938132.164,2108.756,18209.791,8.695,115200,115200,115200,115200,41.05238095238094,10.361904761904766,0.15999999999999998,0.02825055803571429,0.0,0.19999999999999996,0.0005000000000000001,11.556385517120361,0.007015939262744628,11.56740571323194,-0.00018419090070222554,0.013722625422049436,2.0780650502757023,0.01
-795.9812557455032,-1261.3470129604336,-1043.6129407841863,960.0,5,5,153600,0,153600,False,20,4,0b55a_00000,f8fec3d20b0545e3ba0525c0209511af,2024-02-25_12-36-20,1708842980,14.900925636291504,60.36362385749817,15244,HPC005,10.33.1.26,60.36362385749817,0,4,"[-1248.6924923125987, -1243.3014967342042, -1234.638585888972, -1261.3470129604336, -1225.7119952269013, -1128.3050444615421, -1082.3246152468723, -1072.5460937628147, -1138.6805122664136, -1154.5449597101888, -1002.1653533069283, -946.2576261600966, -997.4488061592044, -975.5739399549216, -949.2509664488546, -849.7590537081862, -834.0292414971468, -853.827756244808, -795.9812557455032, -877.8720078871316]","[960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960]",0.47945450374086596,1.3038292604981396,0.12089582463014789,0.7534959878044909,0.0,14607.09,2628.86,0.329,116838065.724,2088.491,18386.483,8.474,153600,153600,153600,153600,35.815000000000005,10.38,0.12050000000000001,0.02813924153645834,0.0,0.19999999999999996,0.0005000000000000001,5.795785301610043,0.002359218466536779,5.811494657867833,-6.898374933945506e-05,0.010381279233354834,2.014485334095202,0.01
-681.9817599834117,-1261.3470129604336,-977.3407335625307,960.0,5,5,192000,0,192000,False,25,5,0b55a_00000,f8fec3d20b0545e3ba0525c0209511af,2024-02-25_12-36-35,1708842995,14.765052556991577,75.12867641448975,15244,HPC005,10.33.1.26,75.12867641448975,0,5,"[-1248.6924923125987, -1243.3014967342042, -1234.638585888972, -1261.3470129604336, -1225.7119952269013, -1128.3050444615421, -1082.3246152468723, -1072.5460937628147, -1138.6805122664136, -1154.5449597101888, -1002.1653533069283, -946.2576261600966, -997.4488061592044, -975.5739399549216, -949.2509664488546, -849.7590537081862, -834.0292414971468, -853.827756244808, -795.9812557455032, -877.8720078871316, -722.7490263999035, -699.456011005474, -681.9817599834117, -693.5490920281186, -763.5236339626335]","[960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960]",0.48011627442240695,1.3055102062038497,0.12104011817804058,0.7543355477457936,0.0,14604.008,2629.415,0.306,125339512.529,2115.153,18154.714,9.237,192000,192000,192000,192000,34.785,10.400000000000002,0.0405,0.0281494140625,0.0,0.19999999999999996,0.0005000000000000001,6.134941954361765,-0.005992218766263441,6.157126997646532,-4.04558683696546e-05,0.014726795347757471,1.9138125040029224,0.01
-580.4395199925729,-1261.3470129604336,-914.4181502613138,960.0,5,5,230400,0,230400,False,30,6,0b55a_00000,f8fec3d20b0545e3ba0525c0209511af,2024-02-25_12-36-50,1708843010,15.14552927017212,90.27420568466187,15244,HPC005,10.33.1.26,90.27420568466187,0,6,"[-1248.6924923125987, -1243.3014967342042, -1234.638585888972, -1261.3470129604336, -1225.7119952269013, -1128.3050444615421, -1082.3246152468723, -1072.5460937628147, -1138.6805122664136, -1154.5449597101888, -1002.1653533069283, -946.2576261600966, -997.4488061592044, -975.5739399549216, -949.2509664488546, -849.7590537081862, -834.0292414971468, -853.827756244808, -795.9812557455032, -877.8720078871316, -722.7490263999035, -699.456011005474, -681.9817599834117, -693.5490920281186, -763.5236339626335, -580.4395199925729, -622.0429472287425, -588.2064196823625, -605.1284469904333, -603.2088348820373]","[960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960]",0.48049573181508687,1.3074648096457735,0.1211776236234138,0.7552134302619032,0.0,14729.665,2606.984,0.292,131675656.302,2103.586,18254.541,9.031,230400,230400,230400,230400,37.20952380952381,10.423809523809526,0.13809523809523808,0.029550703745039673,0.0,0.19999999999999996,0.0005000000000000001,5.28932493611386,0.0004678598312526255,5.304409240421496,0.0001774594972008153,0.012924140533103031,1.8137038224621822,0.01
-435.80500935638923,-1261.3470129604336,-850.7723668393782,960.0,5,5,268800,0,268800,False,35,7,0b55a_00000,f8fec3d20b0545e3ba0525c0209511af,2024-02-25_12-37-04,1708843024,14.45999789237976,104.73420357704163,15244,HPC005,10.33.1.26,104.73420357704163,0,7,"[-1248.6924923125987, -1243.3014967342042, -1234.638585888972, -1261.3470129604336, -1225.7119952269013, -1128.3050444615421, -1082.3246152468723, -1072.5460937628147, -1138.6805122664136, -1154.5449597101888, -1002.1653533069283, -946.2576261600966, -997.4488061592044, -975.5739399549216, -949.2509664488546, -849.7590537081862, -834.0292414971468, -853.827756244808, -795.9812557455032, -877.8720078871316, -722.7490263999035, -699.456011005474, -681.9817599834117, -693.5490920281186, -763.5236339626335, -580.4395199925729, -622.0429472287425, -588.2064196823625, -605.1284469904333, -603.2088348820373, -466.01731658112925, -468.3140896105594, -435.80500935638923, -514.3939765110837, -459.9579394796611]","[960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960]",0.48043728393075247,1.3076932028322812,0.12116504681406455,0.755263895847105,0.0,14696.015,2612.953,0.284,135021426.97,2094.039,18337.769,8.984,268800,268800,268800,268800,32.11,10.46,0.052000000000000005,0.028617350260416667,0.0,0.19999999999999996,0.0005000000000000001,4.262115180492401,-0.0028304955324672753,4.279880134682906,9.365850373318321e-05,0.00997801559156199,1.693008265997234,0.01
-391.3102703568416,-1261.3470129604336,-795.7343736845257,960.0,5,5,307200,0,307200,False,40,8,0b55a_00000,f8fec3d20b0545e3ba0525c0209511af,2024-02-25_12-37-19,1708843039,14.282009363174438,119.01621294021606,15244,HPC005,10.33.1.26,119.01621294021606,0,8,"[-1248.6924923125987, -1243.3014967342042, -1234.638585888972, -1261.3470129604336, -1225.7119952269013, -1128.3050444615421, -1082.3246152468723, -1072.5460937628147, -1138.6805122664136, -1154.5449597101888, -1002.1653533069283, -946.2576261600966, -997.4488061592044, -975.5739399549216, -949.2509664488546, -849.7590537081862, -834.0292414971468, -853.827756244808, -795.9812557455032, -877.8720078871316, -722.7490263999035, -699.456011005474, -681.9817599834117, -693.5490920281186, -763.5236339626335, -580.4395199925729, -622.0429472287425, -588.2064196823625, -605.1284469904333, -603.2088348820373, -466.01731658112925, -468.3140896105594, -435.80500935638923, -514.3939765110837, -459.9579394796611, -391.3102703568416, -405.82358087869034, -414.5035387802954, -407.4925546150369, -433.21216337193545]","[960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960]",0.4800939792305735,1.3067735010368533,0.12106140195644857,0.7547744929021531,0.0,14647.441,2621.618,0.277,138472884.342,2086.876,18400.711,9.09,307200,307200,307200,307200,30.594736842105267,10.5,0.04526315789473684,0.0279541015625,0.0,0.19999999999999996,0.0005000000000000001,2.2149003414731276,-0.006015170275196924,2.235852467386346,-0.0013677909186011867,0.006644994361618285,1.626593873689049,0.01
-294.608362928269,-1261.3470129604336,-743.7163585497952,960.0,5,5,345600,0,345600,False,45,9,0b55a_00000,f8fec3d20b0545e3ba0525c0209511af,2024-02-25_12-37-33,1708843053,14.303053855895996,133.31926679611206,15244,HPC005,10.33.1.26,133.31926679611206,0,9,"[-1248.6924923125987, -1243.3014967342042, -1234.638585888972, -1261.3470129604336, -1225.7119952269013, -1128.3050444615421, -1082.3246152468723, -1072.5460937628147, -1138.6805122664136, -1154.5449597101888, -1002.1653533069283, -946.2576261600966, -997.4488061592044, -975.5739399549216, -949.2509664488546, -849.7590537081862, -834.0292414971468, -853.827756244808, -795.9812557455032, -877.8720078871316, -722.7490263999035, -699.456011005474, -681.9817599834117, -693.5490920281186, -763.5236339626335, -580.4395199925729, -622.0429472287425, -588.2064196823625, -605.1284469904333, -603.2088348820373, -466.01731658112925, -468.3140896105594, -435.80500935638923, -514.3939765110837, -459.9579394796611, -391.3102703568416, -405.82358087869034, -414.5035387802954, -407.4925546150369, -433.21216337193545, -323.72931643202384, -294.608362928269, -337.62347678181845, -352.74386285635177, -329.156168361291]","[960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960]",0.47963900101092205,1.3052887053602065,0.1209149384257097,0.7540868486327099,0.0,14612.63,2627.864,0.273,140474024.847,2080.81,18454.351,8.936,345600,345600,345600,345600,30.821052631578954,10.505263157894737,0.042105263157894736,0.0279541015625,0.0,0.19999999999999996,0.0005000000000000001,1.5138971029143584,0.002944050234203276,1.5259521823180349,-0.003718095390420211,0.0031923383726519348,1.5637614460367906,0.01
-294.608362928269,-1261.3470129604336,-701.2171775174045,960.0,5,5,384000,0,384000,False,50,10,0b55a_00000,f8fec3d20b0545e3ba0525c0209511af,2024-02-25_12-37-47,1708843067,14.313643455505371,147.63291025161743,15244,HPC005,10.33.1.26,147.63291025161743,0,10,"[-1248.6924923125987, -1243.3014967342042, -1234.638585888972, -1261.3470129604336, -1225.7119952269013, -1128.3050444615421, -1082.3246152468723, -1072.5460937628147, -1138.6805122664136, -1154.5449597101888, -1002.1653533069283, -946.2576261600966, -997.4488061592044, -975.5739399549216, -949.2509664488546, -849.7590537081862, -834.0292414971468, -853.827756244808, -795.9812557455032, -877.8720078871316, -722.7490263999035, -699.456011005474, -681.9817599834117, -693.5490920281186, -763.5236339626335, -580.4395199925729, -622.0429472287425, -588.2064196823625, -605.1284469904333, -603.2088348820373, -466.01731658112925, -468.3140896105594, -435.80500935638923, -514.3939765110837, -459.9579394796611, -391.3102703568416, -405.82358087869034, -414.5035387802954, -407.4925546150369, -433.21216337193545, -323.72931643202384, -294.608362928269, -337.62347678181845, -352.74386285635177, -329.156168361291, -317.04539074896394, -332.3290636380871, -314.8810531467067, -320.528141175392, -308.8390924202922]","[960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960]",0.47911128108020123,1.3036023191655628,0.12075457927383183,0.7532957014110486,0.0,14584.33,2632.963,0.288,133384077.516,2076.77,18490.25,8.806,384000,384000,384000,384000,30.814999999999998,10.565,0.052500000000000005,0.0279541015625,0.0,0.09999999999999998,0.0005000000000000001,0.9218108695196477,0.006931169879144842,0.9294494210105193,-0.008341513181987562,0.010392777983533483,1.5608983620216972,0.01
