episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,timesteps_this_iter,agent_timesteps_total,done,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,hist_stats/episode_reward,hist_stats/episode_lengths,timers/sample_time_ms,timers/sample_throughput,timers/load_time_ms,timers/load_throughput,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_agent_steps_sampled,info/num_steps_trained,info/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,perf/gpu_util_percent0,perf/vram_util_percent0,info/learner/default_policy/learner_stats/allreduce_latency,info/learner/default_policy/learner_stats/cur_kl_coeff,info/learner/default_policy/learner_stats/cur_lr,info/learner/default_policy/learner_stats/total_loss,info/learner/default_policy/learner_stats/policy_loss,info/learner/default_policy/learner_stats/vf_loss,info/learner/default_policy/learner_stats/vf_explained_var,info/learner/default_policy/learner_stats/kl,info/learner/default_policy/learner_stats/entropy,info/learner/default_policy/learner_stats/entropy_coeff
nan,nan,nan,nan,0,5,20000,0,20000,False,0,1,73e06_00000,d3bad251908341baa6eac6efead41b76,2023-12-17_08-17-49,1702779469,9.386093854904175,9.386093854904175,53224,HPC005,10.33.1.26,9.386093854904175,0,1,[],[],8326.722,2401.906,0.563,35514851.82,1063.727,18801.814,7.448,20000,20000,20000,20000,30.26923076923077,61.66923076923078,0.015384615384615385,0.017709585336538464,0.0,0.2,0.0005,108.34773254394531,-0.0004905349891615174,108.37013626098633,-1.8596649169921875e-05,0.0002977043453556861,2.196893095970154,0.01
-772.3078519304851,-803.2862326917268,-787.1218145293437,960.0,5,5,40000,0,40000,False,5,2,73e06_00000,d3bad251908341baa6eac6efead41b76,2023-12-17_08-17-59,1702779479,9.493077278137207,18.879171133041382,53224,HPC005,10.33.1.26,18.879171133041382,0,2,"[-781.7545581608005, -792.2293514887301, -803.2862326917268, -786.0310783749765, -772.3078519304851]","[960, 960, 960, 960, 960]",8969.343,2229.818,0.393,50840048.485,1015.501,19694.705,7.46,40000,40000,40000,40000,30.54615384615385,63.76923076923076,0.004615384615384616,0.017659505208333336,0.0,0.1,0.0005,86.6304931640625,-0.0005962688519618453,86.65299606323242,-0.0002949237823486328,0.0002914407663627827,2.193525791168213,0.01
-700.1392270168429,-803.2862326917268,-762.0208656035923,960.0,5,5,60000,0,60000,False,10,3,73e06_00000,d3bad251908341baa6eac6efead41b76,2023-12-17_08-18-08,1702779488,9.601548433303833,28.480719566345215,53224,HPC005,10.33.1.26,28.480719566345215,0,3,"[-781.7545581608005, -792.2293514887301, -803.2862326917268, -786.0310783749765, -772.3078519304851, -742.8489616617783, -745.1681274214914, -700.1392270168429, -744.3094208194906, -752.1338464696008]","[960, 960, 960, 960, 960, 960, 960, 960, 960, 960]",9181.598,2178.27,0.337,59269486.576,1005.489,19890.816,7.637,60000,60000,60000,60000,31.184615384615384,63.93846153846153,0.0038461538461538464,0.017722105368589737,0.0,0.05,0.0005,68.37345123291016,-0.0008135024807423008,68.39608764648438,0.00038743019104003906,0.00041559542108760006,2.184670567512512,0.01
-637.0223303834376,-803.2862326917268,-733.1501113284636,960.0,5,5,80000,0,80000,False,15,4,73e06_00000,d3bad251908341baa6eac6efead41b76,2023-12-17_08-18-18,1702779498,9.306726455688477,37.78744602203369,53224,HPC005,10.33.1.26,37.78744602203369,0,4,"[-781.7545581608005, -792.2293514887301, -803.2862326917268, -786.0310783749765, -772.3078519304851, -742.8489616617783, -745.1681274214914, -700.1392270168429, -744.3094208194906, -752.1338464696008, -665.6669155575324, -696.3624288689214, -676.2443926147431, -701.7469464663984, -637.0223303834376]","[960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960]",9220.651,2169.044,0.309,64739401.891,998.795,20024.121,7.694,80000,80000,80000,80000,29.774999999999995,63.974999999999994,0.008333333333333333,0.017740885416666664,0.0,0.025,0.0005,63.178558349609375,-0.000596395859865595,63.200815200805664,0.00016483664512634277,0.0005395428234620248,2.1671364307403564,0.01
-600.6292374602547,-803.2862326917268,-704.5352645694131,960.0,5,5,100000,0,100000,False,20,5,73e06_00000,d3bad251908341baa6eac6efead41b76,2023-12-17_08-18-27,1702779507,9.34875774383545,47.13620376586914,53224,HPC005,10.33.1.26,47.13620376586914,0,5,"[-781.7545581608005, -792.2293514887301, -803.2862326917268, -786.0310783749765, -772.3078519304851, -742.8489616617783, -745.1681274214914, -700.1392270168429, -744.3094208194906, -752.1338464696008, -665.6669155575324, -696.3624288689214, -676.2443926147431, -701.7469464663984, -637.0223303834376, -611.3058942270917, -600.6292374602547, -641.9985314031607, -605.3168576352809, -634.2031007355184]","[960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960]",9250.843,2161.965,0.29,68871986.864,994.332,20114.003,7.794,100000,100000,100000,100000,29.615384615384617,63.92307692307691,0.005384615384615385,0.017740885416666664,0.0,0.0125,0.0005,50.88736152648926,-0.0007690582277248836,50.90950965881348,-0.0004519820213317871,0.0006269479961171776,2.1390477418899536,0.01
-548.2529316900701,-803.2862326917268,-677.7260692828739,960.0,5,5,120000,0,120000,False,25,6,73e06_00000,d3bad251908341baa6eac6efead41b76,2023-12-17_08-18-36,1702779516,9.340839385986328,56.47704315185547,53224,HPC005,10.33.1.26,56.47704315185547,0,6,"[-781.7545581608005, -792.2293514887301, -803.2862326917268, -786.0310783749765, -772.3078519304851, -742.8489616617783, -745.1681274214914, -700.1392270168429, -744.3094208194906, -752.1338464696008, -665.6669155575324, -696.3624288689214, -676.2443926147431, -701.7469464663984, -637.0223303834376, -611.3058942270917, -600.6292374602547, -641.9985314031607, -605.3168576352809, -634.2031007355184, -568.1302134887666, -548.2529316900701, -571.2337530169756, -572.7596425954753, -592.0698998922978]","[960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960]",9269.716,2157.564,0.279,71646474.021,991.371,20174.073,7.983,120000,120000,120000,120000,29.649999999999995,63.92499999999999,0.01,0.017740885416666664,0.0,0.00625,0.0005,47.988037109375,-0.0010479411847903464,48.01007270812988,0.0003388822078704834,0.0007351813762295212,2.0987441539764404,0.01
-548.2529316900701,-803.2862326917268,-677.7260692828739,960.0,0,5,140000,0,140000,False,25,7,73e06_00000,d3bad251908341baa6eac6efead41b76,2023-12-17_08-18-46,1702779526,9.265583038330078,65.74262619018555,53224,HPC005,10.33.1.26,65.74262619018555,0,7,"[-781.7545581608005, -792.2293514887301, -803.2862326917268, -786.0310783749765, -772.3078519304851, -742.8489616617783, -745.1681274214914, -700.1392270168429, -744.3094208194906, -752.1338464696008, -665.6669155575324, -696.3624288689214, -676.2443926147431, -701.7469464663984, -637.0223303834376, -611.3058942270917, -600.6292374602547, -641.9985314031607, -605.3168576352809, -634.2031007355184, -568.1302134887666, -548.2529316900701, -571.2337530169756, -572.7596425954753, -592.0698998922978]","[960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960]",9274.815,2156.377,0.289,69270090.834,986.881,20265.873,7.897,140000,140000,140000,140000,29.683333333333334,63.9,0.011666666666666667,0.017740885416666664,0.0,0.003125,0.0005,36.24918556213379,-0.0013671137098221209,36.270986557006836,-0.00020253658294677734,0.0008607462108146668,2.0435118675231934,0.01
-438.0737930601513,-803.2862326917268,-643.7439763657876,960.0,5,5,160000,0,160000,False,30,8,73e06_00000,d3bad251908341baa6eac6efead41b76,2023-12-17_08-18-55,1702779535,9.34660029411316,75.0892264842987,53224,HPC005,10.33.1.26,75.0892264842987,0,8,"[-781.7545581608005, -792.2293514887301, -803.2862326917268, -786.0310783749765, -772.3078519304851, -742.8489616617783, -745.1681274214914, -700.1392270168429, -744.3094208194906, -752.1338464696008, -665.6669155575324, -696.3624288689214, -676.2443926147431, -701.7469464663984, -637.0223303834376, -611.3058942270917, -600.6292374602547, -641.9985314031607, -605.3168576352809, -634.2031007355184, -568.1302134887666, -548.2529316900701, -571.2337530169756, -572.7596425954753, -592.0698998922978, -438.0737930601513, -469.43807212421984, -489.88790625672, -495.44065467356165, -476.32713278712555]","[960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960]",9286.518,2153.66,0.28,71476050.698,983.463,20336.292,7.907,160000,160000,160000,160000,29.976923076923075,63.92307692307692,0.006923076923076922,0.017740885416666664,0.0,0.0015625,0.0005,21.95337963104248,-0.001463416446000565,21.97456455230713,-0.0006207823753356934,0.0009310619817988197,1.9722571969032288,0.01
-386.09605674451166,-803.2862326917268,-609.6196408195681,960.0,5,5,180000,0,180000,False,35,9,73e06_00000,d3bad251908341baa6eac6efead41b76,2023-12-17_08-19-04,1702779544,9.298953533172607,84.38818001747131,53224,HPC005,10.33.1.26,84.38818001747131,0,9,"[-781.7545581608005, -792.2293514887301, -803.2862326917268, -786.0310783749765, -772.3078519304851, -742.8489616617783, -745.1681274214914, -700.1392270168429, -744.3094208194906, -752.1338464696008, -665.6669155575324, -696.3624288689214, -676.2443926147431, -701.7469464663984, -637.0223303834376, -611.3058942270917, -600.6292374602547, -641.9985314031607, -605.3168576352809, -634.2031007355184, -568.1302134887666, -548.2529316900701, -571.2337530169756, -572.7596425954753, -592.0698998922978, -438.0737930601513, -469.43807212421984, -489.88790625672, -495.44065467356165, -476.32713278712555, -396.14310991289284, -386.09605674451166, -426.1108789918229, -408.6237760060219, -407.39431605601266]","[960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960]",9288.563,2153.186,0.272,73412555.426,982.616,20353.836,7.861,180000,180000,180000,180000,30.09166666666667,64.15,0.0025,0.017605251736111115,0.0,0.00078125,0.0005,15.010182857513428,-0.0008920890789472224,15.029970169067383,0.00027865171432495117,0.0008589851842168983,1.889641523361206,0.01
-329.7880518810301,-803.2862326917268,-576.8893285544212,960.0,5,5,200000,0,200000,False,40,10,73e06_00000,d3bad251908341baa6eac6efead41b76,2023-12-17_08-19-14,1702779554,9.35000491142273,93.73818492889404,53224,HPC005,10.33.1.26,93.73818492889404,0,10,"[-781.7545581608005, -792.2293514887301, -803.2862326917268, -786.0310783749765, -772.3078519304851, -742.8489616617783, -745.1681274214914, -700.1392270168429, -744.3094208194906, -752.1338464696008, -665.6669155575324, -696.3624288689214, -676.2443926147431, -701.7469464663984, -637.0223303834376, -611.3058942270917, -600.6292374602547, -641.9985314031607, -605.3168576352809, -634.2031007355184, -568.1302134887666, -548.2529316900701, -571.2337530169756, -572.7596425954753, -592.0698998922978, -438.0737930601513, -469.43807212421984, -489.88790625672, -495.44065467356165, -476.32713278712555, -396.14310991289284, -386.09605674451166, -426.1108789918229, -408.6237760060219, -407.39431605601266, -357.15815364402874, -343.8834082999242, -329.7880518810301, -353.35945899924576, -354.69664066773436]","[960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960]",9297.141,2151.199,0.267,74978619.95,981.583,20375.258,8.0,200000,200000,200000,200000,29.753846153846155,64.37692307692306,0.013846153846153845,0.017415364583333336,0.0,0.000390625,0.0005,11.598384380340576,-0.0011911857737221254,11.61762523651123,-5.1915645599365234e-05,0.0007100360014437035,1.8049883842468262,0.01
